고객번호,상반기구매빈도14,하반기구매빈도14,상반기구매빈도15,하반기구매빈도15
9582,2,3,3,3
9583,1,3,3,2
9584,2,2,3,3
9585,2,2,2,2
9586,2,3,3,3
9587,3,2,2,3
9588,2,2,1,1
9589,3,4,3,1
9590,2,3,3,3
9591,3,4,3,3
9592,2,2,2,4
9593,3,3,2,2
9594,1,1,3,2
9595,1,3,2,2
9596,2,1,1,1
9597,2,1,1,2
9598,3,3,2,2
9599,1,1,2,1
9600,4,3,1,2
9601,2,1,2,2
9602,1,3,2,2
9603,2,2,2,1
9604,2,3,3,3
9605,2,3,2,1
9606,2,3,4,4
9607,2,2,2,2
9608,4,4,4,4
9609,2,2,2,2
9610,1,2,3,4
9611,4,4,4,4
9612,2,3,1,1
9613,3,3,4,3
9614,3,2,2,2
9615,2,3,2,2
9616,1,2,3,2
9617,2,4,3,3
9618,2,2,2,2
9619,3,3,2,3
9620,4,4,3,2
9621,1,2,3,3
9622,2,2,1,2
9623,2,2,2,2
9624,1,2,4,3
9625,1,1,1,2
9626,3,2,2,3
9627,2,2,2,1
9628,4,3,3,2
9629,1,3,3,3
9630,2,4,3,4
9631,2,2,2,1
9632,3,2,3,1
9633,2,3,3,3
9634,3,3,4,2
9635,3,2,2,3
9636,3,4,4,3
9637,1,3,2,3
9638,1,2,3,2
9639,2,3,3,1
9640,1,4,2,3
9641,2,2,3,3
9642,1,1,2,2
9643,4,3,1,1
9644,2,2,3,2
9645,2,1,1,3
9646,1,2,2,2
9647,3,2,2,2
9648,3,2,2,2
9649,2,2,2,3
9650,2,2,2,1
9651,4,4,1,1
9652,4,4,3,1
9653,2,1,2,2
9654,2,2,1,2
9655,2,2,3,1
9656,2,2,2,2
9657,2,2,1,3
9658,2,3,3,2
9659,1,2,2,2
9660,3,4,4,1
9661,2,2,2,2
9662,2,2,3,3
9663,1,2,3,2
9664,1,2,2,2
9665,3,3,3,3
9666,2,3,1,1
9667,2,2,3,3
9668,4,4,4,4
9669,1,2,1,2
9670,3,3,2,3
9671,4,4,1,1
9672,3,2,2,3
9673,2,2,2,1
9674,1,2,2,3
9675,3,3,3,1
9676,3,4,2,2
9677,1,2,2,2
9678,1,2,2,1
9679,2,2,4,2
9680,2,3,3,2
9681,3,3,3,3
9682,1,2,3,4
9683,3,3,1,1
9684,1,2,1,1
9685,2,3,3,4
9686,2,2,2,4
9687,4,4,4,4
9688,2,1,2,3
9689,1,2,2,2
9690,1,3,3,3
9691,1,1,2,3
9692,2,2,1,2
9693,2,2,3,3
9694,1,2,2,2
9695,4,3,3,1
9696,3,3,3,2
9697,2,1,3,2
9698,2,2,1,1
9699,3,4,4,3
9700,1,4,4,4
9701,2,1,2,3
9702,2,2,2,2
9703,2,2,2,3
9704,2,2,3,3
9705,2,4,2,3
9706,3,2,2,1
9707,2,2,4,4
9708,3,4,2,2
9709,3,3,2,1
9710,3,1,1,2
9711,2,2,1,3
9712,1,1,2,3
9713,1,1,2,2
9714,3,4,2,1
9715,3,1,3,3
9716,3,3,4,4
9717,2,1,3,1
9718,2,2,1,1
9719,1,2,3,4
9720,1,2,2,2
9721,1,1,2,2
9722,1,3,3,3
9723,2,2,3,2
9724,3,3,3,4
9725,2,2,2,2
9726,2,3,3,3
9727,1,2,3,2
9728,1,1,1,1
9729,1,1,2,2
9730,2,3,4,3
9731,1,2,2,3
9732,4,3,3,2
9733,2,2,3,3
9734,1,1,1,1
9735,1,1,1,1
9736,2,2,2,2
9737,2,2,2,1
9738,1,1,4,3
9739,3,4,3,4
9740,3,2,3,3
9741,3,3,4,3
9742,1,2,2,1
9743,1,1,1,2
9744,1,3,3,2
9745,1,2,3,2
9746,1,3,2,4
9747,2,1,2,1
9748,2,2,2,3
9749,4,4,3,4
9750,2,2,4,4
9751,1,2,2,2
9752,1,1,2,3
9753,3,3,3,3
9754,2,2,2,1
9755,1,2,4,3
9756,2,3,2,2
9757,3,4,2,1
9758,2,3,3,3
9759,1,1,1,1
9760,4,4,3,3
9761,1,3,3,3
9762,1,3,4,4
9763,1,2,4,4
9764,1,2,3,3
9765,1,1,2,4
9766,1,4,4,4
9767,1,3,2,4
9768,1,1,1,1
9769,1,1,4,4
9770,2,4,3,1
9771,1,2,4,4
9772,1,1,3,3
9773,1,1,2,3
9774,1,1,3,3
9775,2,2,2,1
9776,4,4,4,1
9777,2,2,2,2
9778,2,2,3,3
9779,3,3,2,3
9780,1,2,2,2
9781,1,1,2,3
9782,3,3,2,2
9783,1,2,2,2
9784,2,2,2,2
9785,2,3,2,2
9786,1,2,2,2
9787,1,2,2,4
9788,4,4,1,1
9789,1,1,2,1
9790,1,3,4,3
9791,2,2,2,2
9792,2,2,1,2
9793,3,3,3,1
9794,2,2,3,4
9795,2,1,2,4
9796,1,2,2,2
9797,2,2,2,1
9798,4,3,3,4
9799,1,1,2,2
9800,1,2,3,2
9801,2,3,2,4
9802,3,2,2,3
9803,2,2,2,2
9804,1,2,3,3
9805,1,2,3,2
9806,4,4,3,3
9807,1,2,2,2
9808,2,2,1,2
9809,1,3,4,3
9810,2,2,2,2
9811,1,2,2,1
9812,2,1,2,3
9813,0,0,1,1
9814,1,3,3,3
9815,2,2,2,4
9816,2,2,3,1
9817,2,2,2,2
9818,1,2,3,2
9819,4,2,1,2
9820,1,2,2,2
9821,3,1,3,3
9822,3,2,3,2
9823,1,1,3,4
9824,2,2,3,4
9825,1,2,2,2
9826,2,3,3,1
9827,1,1,1,2
9828,3,2,3,4
9829,3,2,1,2
9830,3,4,3,4
9831,2,2,3,3
9832,1,3,4,2
9833,1,1,1,2
9834,1,1,2,3
9835,2,2,2,1
9836,2,2,3,2
9837,2,3,2,1
9838,4,3,4,1
9839,1,1,1,3
9840,1,1,2,1
9841,2,3,2,2
9842,3,2,2,3
9843,1,2,2,3
9844,1,2,2,2
9845,1,1,1,1
9846,1,3,4,3
9847,1,1,1,1
9848,3,4,3,3
9849,2,2,2,1
9850,2,2,2,2
9851,2,2,2,2
9852,2,2,2,2
9853,1,1,1,1
9854,2,1,2,2
9855,1,1,1,1
9856,1,3,2,1
9857,2,3,2,3
9858,2,4,4,4
9859,2,3,4,4
9860,1,1,3,3
9861,1,2,2,2
9862,1,3,2,2
9863,3,3,4,4
9864,3,2,2,2
9865,2,1,2,3
9866,2,3,4,4
9867,2,2,2,2
9868,2,3,3,3
9869,2,2,2,3
9870,2,2,2,2
9871,2,2,3,2
9872,4,4,4,4
9873,1,1,3,3
9874,2,2,2,3
9875,2,4,2,1
9876,3,4,4,4
9877,3,2,2,1
9878,1,1,1,1
9879,1,2,1,1
9880,3,3,3,4
9881,3,4,2,1
9882,1,1,1,2
9883,2,2,2,2
9884,4,3,3,2
9885,3,3,2,2
9886,3,2,2,2
9887,2,1,2,2
9888,1,2,3,2
9889,2,2,1,2
9890,2,2,2,2
9891,1,2,3,3
9892,3,2,2,3
9893,3,2,2,2
9894,3,2,2,3
9895,2,2,3,3
9896,2,3,2,3
9897,3,2,3,3
9898,2,3,1,2
9899,3,3,2,1
9900,2,1,2,3
9901,3,3,3,2
9902,3,4,3,4
9903,2,2,4,4
9904,1,2,3,3
9905,2,3,3,3
9906,2,2,2,3
9907,4,4,4,4
9908,2,2,3,3
9909,1,1,3,4
9910,2,2,2,2
9911,1,2,2,1
9912,2,2,3,2
9913,2,2,3,3
9914,2,2,2,2
9915,1,2,2,3
9916,4,3,3,2
9917,2,2,1,1
9918,2,2,3,3
9919,1,1,2,2
9920,1,3,2,3
9921,4,3,2,2
9922,4,4,4,2
9923,2,2,3,3
9924,4,4,4,4
9925,2,2,2,2
9926,3,3,3,2
9927,2,2,2,2
9928,1,2,4,4
9929,1,3,2,2
9930,3,3,4,3
9931,1,2,2,2
9932,4,3,2,1
9933,2,2,3,2
9934,4,4,4,4
9935,3,2,3,2
9936,3,3,4,3
9937,3,3,3,1
9938,3,3,4,4
9939,3,2,1,2
9940,1,1,2,2
9941,2,3,3,1
9942,1,1,2,1
9943,3,4,3,4
9944,2,3,3,3
9945,2,2,2,2
9946,1,1,2,3
9947,3,2,2,3
9948,1,2,2,2
9949,4,4,4,4
9950,3,3,3,3
9951,3,4,4,3
9952,2,2,2,2
9953,1,1,3,3
9954,2,3,2,2
9955,2,2,3,3
9956,2,2,1,1
9957,1,1,2,2
9958,1,1,1,2
9959,2,3,2,3
9960,3,4,3,2
9961,4,3,4,3
9962,4,4,4,3
9963,2,2,3,1
9964,4,4,4,3
9965,3,3,3,3
9966,2,2,1,1
9967,1,2,1,1
9968,2,4,3,3
9969,2,3,4,3
9970,2,3,2,4
9971,4,4,4,4
9972,1,1,1,1
9973,1,2,2,3
9974,4,4,4,4
9975,1,3,3,3
9976,2,3,2,3
9977,4,3,4,3
9978,2,2,3,2
9979,2,2,2,1
9980,2,2,1,1
9981,2,3,2,2
9982,1,1,2,3
9983,2,2,2,2
9984,4,4,3,4
9985,2,2,2,3
9986,4,4,4,4
9987,4,4,4,1
9988,1,1,1,1
9989,1,1,1,3
9990,3,2,3,4
9991,2,2,1,1
9992,2,2,3,3
9993,2,2,1,1
9994,3,4,2,2
9995,2,2,2,2
9996,3,3,4,2
9997,1,1,4,4
9998,3,3,3,3
9999,2,2,2,1
10000,4,3,2,4
10001,1,2,1,1
10002,3,1,2,4
10003,2,2,2,1
10004,3,2,2,1
10005,1,1,1,1
10006,1,1,2,1
10007,2,2,2,2
10008,2,2,2,1
10009,1,1,1,1
10010,4,4,4,4
10011,1,1,1,1
10012,3,3,3,4
10013,2,3,3,4
10014,4,4,4,3
10015,3,2,3,2
10016,3,2,2,2
10017,2,2,2,1
10018,2,3,4,3
10019,4,4,2,1
10020,1,1,2,1
10021,2,2,1,1
10022,3,3,4,4
10023,3,3,1,2
10024,2,1,2,3
10025,4,4,4,4
10026,2,1,1,1
10027,2,3,2,3
10028,2,2,2,2
10029,3,4,4,3
10030,2,2,3,3
10031,1,2,2,3
10032,1,1,2,2
10033,1,1,2,1
10034,2,2,2,2
10035,3,3,4,3
10036,2,1,2,2
10037,2,1,2,2
10038,3,4,4,4
10039,2,2,3,2
10040,2,2,3,3
10041,1,1,1,1
10042,2,2,1,2
10043,3,2,3,3
10044,2,2,2,2
10045,2,1,2,2
10046,3,3,3,3
10047,2,1,1,2
10048,2,2,4,2
10049,3,2,3,3
10050,1,1,2,1
10051,4,4,4,4
10052,1,1,2,3
10053,1,1,1,2
10054,2,3,2,2
10055,4,3,4,4
10056,2,2,3,2
10057,2,2,3,2
10058,2,3,2,2
10059,2,4,4,2
10060,1,2,2,2
10061,3,2,1,2
10062,1,1,1,3
10063,1,2,2,2
10064,3,3,3,3
10065,2,3,2,3
10066,1,3,2,4
10067,1,2,2,2
10068,4,3,2,1
10069,2,2,3,3
10070,4,4,4,4
10071,2,2,2,2
10072,3,3,3,3
10073,2,2,2,3
10074,1,2,1,2
10075,2,2,3,2
10076,3,3,3,3
10077,2,2,2,3
10078,2,2,2,3
10079,2,2,2,3
10080,3,3,3,3
10081,3,4,4,4
10082,1,1,1,1
10083,2,2,2,2
10084,2,2,2,2
10085,2,3,4,4
10086,2,2,1,1
10087,2,2,2,3
10088,3,3,3,3
10089,3,3,4,4
10090,2,3,4,4
10091,3,2,2,3
10092,3,3,4,4
10093,1,1,1,1
10094,2,2,1,1
10095,3,3,3,4
10096,2,2,1,2
10097,3,4,3,2
10098,3,2,2,2
10099,1,2,1,1
10100,2,2,2,2
10101,2,2,3,3
10102,4,4,4,4
10103,1,2,2,2
10104,2,2,2,2
10105,2,2,1,1
10106,3,2,2,1
10107,2,3,4,3
10108,1,1,1,2
10109,1,2,2,2
10110,1,1,4,4
10111,2,2,3,2
10112,4,4,4,4
10113,1,1,2,3
10114,1,1,1,1
10115,3,3,3,2
10116,1,1,2,2
10117,1,2,1,1
10118,2,2,1,1
10119,2,4,3,2
10120,1,1,1,1
10121,3,3,3,2
10122,1,2,2,2
10123,2,2,3,3
10124,2,2,3,4
10125,3,3,2,2
10126,1,1,2,1
10127,2,1,1,2
10128,2,3,2,2
10129,1,2,2,2
10130,2,1,2,2
10131,2,2,2,2
10132,3,4,4,4
10133,1,2,3,2
10134,3,3,3,3
10135,2,3,3,3
10136,2,2,2,1
10137,2,3,3,2
10138,2,2,2,2
10139,2,2,2,3
10140,1,2,2,2
10141,2,2,2,2
10142,2,2,2,2
10143,4,4,4,4
10144,2,3,3,4
10145,1,2,2,3
10146,2,2,3,1
10147,2,1,2,2
10148,1,2,2,2
10149,2,2,2,2
10150,2,2,1,1
10151,2,3,3,3
10152,3,3,3,3
10153,2,2,2,2
10154,2,2,3,3
10155,1,1,3,4
10156,2,2,2,2
10157,2,2,1,2
10158,4,4,3,1
10159,2,2,2,2
10160,1,3,4,4
10161,2,2,3,3
10162,2,2,2,2
10163,2,3,3,3
10164,4,2,4,4
10165,3,2,2,3
10166,3,3,3,3
10167,4,4,4,4
10168,3,2,1,1
10169,1,1,2,2
10170,4,4,3,4
10171,1,1,1,1
10172,4,4,3,4
10173,1,2,2,3
10174,2,2,3,3
10175,2,2,2,1
10176,2,4,3,3
10177,4,4,3,3
10178,2,2,2,3
10179,4,3,1,2
10180,2,2,1,2
10181,1,3,2,4
10182,3,2,3,3
10183,2,2,2,2
10184,2,3,2,1
10185,1,3,2,3
10186,2,3,2,2
10187,2,1,2,2
10188,2,2,1,2
10189,2,2,2,1
10190,1,3,2,1
10191,2,2,2,2
10192,3,3,4,4
10193,2,3,3,3
10194,4,4,4,4
10195,3,4,2,1
10196,3,3,1,2
10197,3,3,4,4
10198,4,3,2,2
10199,2,1,1,2
10200,2,1,2,1
10201,2,2,3,2
10202,3,3,3,3
10203,2,3,2,2
10204,1,1,1,2
10205,2,1,2,1
10206,2,2,2,2
10207,3,3,4,4
10208,2,2,2,1
10209,2,2,2,2
10210,1,2,2,3
10211,2,2,3,3
10212,2,2,2,2
10213,1,3,2,2
10214,2,2,2,4
10215,1,3,4,4
10216,3,3,4,4
10217,1,1,1,2
10218,2,3,3,2
10219,2,2,2,2
10220,2,2,2,2
10221,3,3,2,2
10222,2,2,2,2
10223,2,2,2,2
10224,2,3,3,2
10225,2,2,2,3
10226,2,2,3,2
10227,4,4,4,4
10228,1,2,4,4
10229,2,2,2,2
10230,1,2,2,2
10231,2,3,3,3
10232,2,1,2,1
10233,1,1,2,2
10234,2,2,3,3
10235,2,1,2,2
10236,2,2,2,2
10237,4,4,3,4
10238,2,2,2,2
10239,1,1,2,4
10240,2,2,2,2
10241,2,3,2,2
10242,1,2,2,2
10243,1,2,2,2
10244,1,1,2,1
10245,2,2,1,1
10246,2,2,2,2
10247,1,1,1,2
10248,1,2,2,2
10249,2,2,2,2
10250,1,2,1,2
10251,2,2,2,1
10252,2,2,2,2
10253,2,1,1,3
10254,1,2,3,3
10255,1,2,2,3
10256,1,1,1,2
10257,3,3,3,3
10258,3,4,3,3
10259,3,3,2,3
10260,1,2,1,1
10261,4,4,3,4
10262,4,4,4,4
10263,2,1,2,2
10264,4,4,4,4
10265,2,2,1,2
10266,4,3,3,4
10267,2,2,2,2
10268,3,3,1,1
10269,2,3,4,4
10270,1,1,2,3
10271,3,2,1,2
10272,1,2,2,1
10273,3,2,3,3
10274,1,2,2,1
10275,4,4,1,1
10276,3,3,3,3
10277,4,4,4,2
10278,2,2,2,2
10279,2,1,1,2
10280,2,2,2,2
10281,2,3,1,1
10282,4,4,3,3
10283,3,2,2,2
10284,4,4,2,2
10285,2,2,3,2
10286,3,2,4,4
10287,1,2,2,1
10288,3,3,3,3
10289,2,2,3,3
10290,2,1,1,2
10291,1,1,3,3
10292,2,2,2,2
10293,2,3,2,2
10294,2,3,3,3
10295,3,3,4,3
10296,2,3,2,2
10297,2,1,2,3
10298,1,1,2,2
10299,4,3,3,2
10300,2,3,2,2
10301,4,4,4,4
10302,2,2,3,3
10303,2,2,2,1
10304,2,2,4,3
10305,2,3,3,2
10306,3,4,3,1
10307,3,2,3,2
10308,2,3,2,3
10309,3,3,2,2
10310,2,2,2,1
10311,2,2,3,3
10312,3,3,2,2
10313,1,3,4,4
10314,2,3,2,3
10315,1,2,2,2
10316,3,3,2,2
10317,1,1,1,1
10318,2,1,1,2
10319,2,3,3,4
10320,1,1,1,3
10321,3,2,2,3
10322,2,2,3,2
10323,1,2,2,3
10324,2,2,2,3
10325,4,4,3,2
10326,3,4,4,4
10327,1,2,2,1
10328,3,4,2,2
10329,2,1,3,3
10330,3,3,2,2
10331,2,2,2,2
10332,3,3,2,2
10333,4,3,4,3
10334,2,2,2,2
10335,2,2,3,2
10336,3,3,3,4
10337,2,2,3,1
10338,2,1,2,2
10339,2,1,1,2
10340,2,2,1,2
10341,2,2,4,4
10342,3,3,2,3
10343,2,2,2,4
10344,4,3,3,3
10345,1,1,1,1
10346,1,1,1,1
10347,1,2,2,2
10348,2,2,3,3
10349,4,3,3,4
10350,1,1,1,1
10351,3,4,4,4
10352,2,3,3,1
10353,3,4,2,2
10354,1,2,3,2
10355,2,4,4,3
10356,3,4,4,3
10357,2,2,3,3
10358,2,1,2,2
10359,4,3,2,1
10360,3,3,3,2
10361,2,2,2,3
10362,1,1,2,2
10363,3,2,1,2
10364,2,3,2,2
10365,1,1,1,2
10366,2,1,2,3
10367,2,3,2,1
10368,2,2,2,3
10369,2,1,2,2
10370,2,1,3,3
10371,1,2,2,2
10372,1,1,1,1
10373,2,2,2,2
10374,1,1,2,2
10375,3,3,1,3
10376,2,4,4,3
10377,2,3,2,2
10378,3,2,2,2
10379,2,2,3,2
10380,4,2,4,4
10381,3,3,3,3
10382,2,3,3,2
10383,3,3,2,2
10384,2,4,3,2
10385,1,1,1,3
10386,1,3,3,2
10387,1,1,2,2
10388,3,4,3,3
10389,2,1,2,2
10390,1,2,2,2
10391,1,1,2,2
10392,1,2,2,2
10393,1,1,2,3
10394,2,2,2,2
10395,2,2,1,1
10396,1,2,3,2
10397,1,1,1,1
10398,2,3,2,3
10399,3,2,2,2
10400,2,2,1,1
10401,2,2,3,3
10402,1,1,1,2
10403,4,4,3,2
10404,4,3,2,3
10405,2,3,2,2
10406,2,3,4,3
10407,2,2,2,2
10408,2,2,3,3
10409,2,1,1,1
10410,1,2,2,2
10411,2,2,2,1
10412,2,2,2,3
10413,2,3,2,2
10414,3,3,3,3
10415,3,2,3,2
10416,3,2,1,1
10417,1,2,2,3
10418,1,1,1,2
10419,1,1,2,3
10420,2,2,2,2
10421,3,3,2,3
10422,2,2,3,2
10423,2,2,2,2
10424,3,3,3,4
10425,2,2,1,1
10426,2,2,1,1
10427,1,1,1,4
10428,2,1,1,2
10429,3,4,4,4
10430,1,1,2,1
10431,1,1,2,2
10432,4,3,4,1
10433,2,2,2,3
10434,3,4,4,4
10435,1,1,2,2
10436,2,2,1,2
10437,1,4,4,2
10438,2,1,3,2
10439,3,3,3,2
10440,2,3,4,4
10441,2,2,3,2
10442,2,2,2,1
10443,3,3,3,3
10444,4,4,4,4
10445,2,3,2,1
10446,3,3,1,3
10447,2,3,2,3
10448,2,2,1,1
10449,3,2,3,2
10450,2,3,2,2
10451,2,2,3,2
10452,4,4,3,4
10453,1,2,2,1
10454,3,2,3,1
10455,4,4,4,4
10456,2,2,3,1
10457,1,2,3,3
10458,3,3,3,4
10459,2,2,3,2
10460,2,2,3,3
10461,1,1,2,2
10462,2,3,3,3
10463,2,2,1,2
10464,2,2,2,2
10465,4,3,3,2
10466,3,4,1,1
10467,4,3,2,2
10468,2,2,2,3
10469,4,4,4,4
10470,1,4,4,1
10471,3,2,2,3
10472,3,4,2,4
10473,1,1,2,2
10474,2,2,2,2
10475,1,1,2,3
10476,2,3,3,4
10477,3,3,3,3
10478,2,2,3,1
10479,1,2,2,2
10480,2,2,2,2
10481,2,2,3,3
10482,4,4,3,4
10483,3,3,3,3
10484,4,4,4,4
10485,2,2,2,1
10486,2,2,2,2
10487,1,3,1,3
10488,3,2,2,3
10489,3,3,4,1
10490,1,1,3,3
10491,2,2,3,2
10492,2,3,3,3
10493,1,1,1,1
10494,1,2,1,1
10495,2,2,2,2
10496,1,2,2,2
10497,1,2,3,3
10498,3,3,3,1
10499,2,3,2,2
10500,3,4,3,1
10501,2,1,2,4
10502,2,2,2,1
10503,2,2,2,3
10504,2,2,2,3
10505,1,1,1,1
10506,2,3,3,4
10507,1,2,1,1
10508,4,2,3,3
10509,2,2,2,3
10510,4,4,4,4
10511,4,4,4,4
10512,4,4,4,4
10513,2,1,2,2
10514,2,1,2,2
10515,1,2,2,2
10516,2,2,2,2
10517,2,2,2,2
10518,1,1,2,1
10519,2,2,2,4
10520,3,3,3,3
10521,3,4,3,2
10522,3,3,3,3
10523,3,3,1,2
10524,1,1,1,1
10525,3,3,3,1
10526,2,3,2,2
10527,1,1,2,3
10528,2,2,1,2
10529,2,2,2,3
10530,2,2,1,3
10531,2,2,3,3
10532,2,2,2,3
10533,1,1,1,1
10534,1,2,2,1
10535,1,2,2,2
10536,2,2,1,1
10537,3,4,3,3
10538,1,2,3,4
10539,2,3,3,3
10540,2,3,2,2
10541,3,3,3,4
10542,2,2,3,2
10543,3,4,3,4
10544,2,2,2,2
10545,3,2,4,4
10546,2,2,2,2
10547,1,1,1,2
10548,4,3,3,1
10549,1,2,2,2
10550,3,4,3,3
10551,2,2,2,3
10552,1,1,1,1
10553,2,3,2,3
10554,2,2,3,3
10555,3,3,3,2
10556,2,1,2,1
10557,4,4,3,3
10558,3,3,2,2
10559,2,2,2,2
10560,1,2,2,4
10561,4,4,4,4
10562,2,3,2,2
10563,3,3,2,3
10564,1,2,2,1
10565,2,2,2,2
10566,3,3,3,4
10567,2,2,2,2
10568,2,2,2,2
10569,3,4,4,4
10570,3,3,3,4
10571,3,2,3,3
10572,4,4,3,2
10573,3,3,3,4
10574,3,3,3,4
10575,1,1,1,2
10576,2,2,2,2
10577,3,2,2,2
10578,1,2,3,3
10579,3,3,3,3
10580,2,2,4,4
10581,4,4,4,4
10582,3,3,2,2
10583,1,1,2,2
10584,1,2,3,4
10585,4,4,4,4
10586,4,4,4,4
10587,3,3,2,2
10588,2,2,2,2
10589,1,1,2,2
10590,3,3,3,3
10591,3,2,2,2
10592,3,2,3,3
10593,3,3,1,3
10594,4,3,4,4
10595,2,2,2,4
10596,1,4,4,1
10597,2,3,3,3
10598,2,2,2,2
10599,3,3,1,1
10600,4,4,4,4
10601,2,2,2,3
10602,2,2,2,2
10603,3,3,4,4
10604,3,3,4,4
10605,3,2,3,1
10606,2,2,3,3
10607,1,2,2,2
10608,1,2,2,2
10609,4,4,4,4
10610,3,2,2,2
10611,2,3,2,2
10612,1,1,2,2
10613,1,1,0,0
10614,2,2,2,2
10615,4,4,4,3
10616,1,2,2,2
10617,2,2,3,3
10618,2,2,2,3
10619,1,2,2,2
10620,2,2,2,2
10621,1,2,3,3
10622,2,2,1,1
10623,3,3,4,4
10624,2,2,4,4
10625,3,3,4,4
10626,1,1,3,3
10627,2,2,1,2
10628,3,3,2,3
10629,2,1,2,1
10630,1,2,2,2
10631,3,3,3,3
10632,3,1,3,1
10633,1,2,2,2
10634,2,2,2,2
10635,1,3,2,2
10636,3,3,3,3
10637,3,4,3,3
10638,2,4,4,4
10639,2,3,2,2
10640,1,1,1,1
10641,2,3,3,3
10642,3,3,3,2
10643,3,2,2,2
10644,2,3,3,3
10645,2,2,2,3
10646,2,1,2,2
10647,2,2,2,2
10648,2,3,3,3
10649,3,3,4,4
10650,2,1,1,2
10651,2,3,1,1
10652,1,1,1,1
10653,1,1,2,3
10654,2,1,1,2
10655,3,3,3,3
10656,4,4,4,4
10657,2,2,2,3
10658,2,2,2,1
10659,3,3,3,3
10660,1,1,1,1
10661,2,3,2,3
10662,1,2,1,2
10663,2,2,2,1
10664,2,2,3,3
10665,3,4,3,3
10666,1,1,3,2
10667,2,1,1,2
10668,1,2,2,2
10669,2,2,2,1
10670,2,2,1,1
10671,1,3,3,3
10672,2,2,2,2
10673,1,1,3,3
10674,2,2,1,2
10675,2,2,2,2
10676,2,3,3,2
10677,1,3,2,2
10678,1,1,2,2
10679,2,3,3,4
10680,4,4,2,2
10681,2,3,2,2
10682,2,2,2,2
10683,1,2,3,2
10684,3,3,3,3
10685,1,1,2,2
10686,2,3,3,2
10687,4,4,3,4
10688,2,2,2,2
10689,1,3,2,2
10690,2,2,2,2
10691,3,3,3,3
10692,1,1,1,1
10693,3,3,3,4
10694,2,2,2,2
10695,0,0,1,1
10696,1,2,4,3
10697,3,2,3,3
10698,2,1,1,2
10699,2,3,2,2
10700,3,2,4,4
10701,2,2,2,3
10702,2,3,2,3
10703,3,2,1,1
10704,1,1,1,2
10705,2,3,3,3
10706,1,1,2,3
10707,3,3,1,2
10708,1,1,2,2
10709,1,1,1,2
10710,3,3,3,4
10711,1,2,3,4
10712,2,2,2,3
10713,4,4,3,3
10714,2,1,2,1
10715,2,2,2,2
10716,1,1,1,1
10717,2,2,2,2
10718,1,1,1,1
10719,1,4,4,4
10720,1,2,1,1
10721,4,4,3,4
10722,1,2,2,1
10723,2,3,4,4
10724,2,2,2,2
10725,1,1,1,1
10726,3,3,2,2
10727,4,3,4,4
10728,2,2,2,2
10729,1,1,2,2
10730,3,2,2,1
10731,1,1,1,1
10732,2,2,3,4
10733,2,2,2,1
10734,3,3,2,2
10735,3,3,2,2
10736,1,1,1,1
10737,1,1,1,1
10738,2,3,3,4
10739,2,2,2,2
10740,1,2,2,2
10741,1,2,3,1
10742,1,1,1,1
10743,2,4,4,4
10744,1,2,3,3
10745,1,2,2,2
10746,2,2,2,2
10747,1,1,1,1
10748,1,2,2,2
10749,2,2,3,3
10750,3,2,3,4
10751,2,2,3,3
10752,1,2,2,2
10753,1,2,1,2
10754,1,2,2,2
10755,1,1,1,2
10756,2,2,2,1
10757,1,1,2,2
10758,2,2,3,2
10759,1,1,2,1
10760,1,2,2,2
10761,1,2,1,2
10762,2,3,2,2
10763,1,1,2,3
10764,4,4,4,4
10765,2,3,1,1
10766,1,1,1,1
10767,1,1,4,4
10768,3,3,2,2
10769,2,2,2,1
10770,2,3,2,2
10771,2,1,2,1
10772,3,3,3,3
10773,4,3,2,3
10774,2,2,2,2
10775,3,3,2,2
10776,2,2,2,3
10777,4,3,2,1
10778,2,3,3,2
10779,3,3,3,4
10780,3,3,3,3
10781,2,3,2,3
10782,1,1,4,4
10783,2,2,2,2
10784,1,1,1,1
10785,1,1,2,1
10786,4,3,3,2
10787,2,2,1,2
10788,3,3,1,1
10789,3,2,2,2
10790,4,4,4,4
10791,1,2,2,1
10792,2,2,2,2
10793,2,2,2,2
10794,3,3,4,3
10795,2,1,2,1
10796,1,2,4,4
10797,2,2,2,1
10798,1,1,1,1
10799,3,2,3,1
10800,2,4,3,3
10801,3,3,2,3
10802,3,4,3,4
10803,2,2,2,3
10804,2,3,2,2
10805,1,1,1,4
10806,2,2,2,2
10807,1,1,2,2
10808,4,3,3,2
10809,2,2,2,2
10810,1,2,3,2
10811,1,4,3,4
10812,4,4,4,4
10813,4,4,4,4
10814,3,4,4,4
10815,3,3,3,2
10816,2,2,2,2
10817,3,3,1,1
10818,2,2,2,2
10819,2,1,2,2
10820,1,2,1,1
10821,4,4,3,3
10822,2,2,2,2
10823,2,2,2,2
10824,3,3,3,3
10825,3,3,2,2
10826,2,2,2,2
10827,4,3,2,4
10828,2,1,1,4
10829,1,1,1,1
10830,4,4,3,3
10831,1,1,2,2
10832,2,2,2,2
10833,4,3,3,3
10834,1,1,2,4
10835,2,2,2,2
10836,3,3,3,3
10837,2,2,2,2
10838,1,3,3,4
10839,2,3,3,3
10840,3,2,2,3
10841,2,3,2,2
10842,2,1,1,3
10843,2,2,3,3
10844,1,1,1,2
10845,2,2,3,2
10846,3,3,3,2
10847,2,3,3,3
10848,2,3,2,1
10849,1,2,2,2
