소분류코드,소분류명
B660105,면도보조용품
B660201,의약외품
B660301,기타 바디케어
B660302,미용비누
B660303,바디스킨케어
B660304,바디클린져
B660305,핸드워시
B660401,마스크팩
B660402,성인스킨케어
B660403,온라인스킨케어
B660404,코스메슈티컬
B660405,틴스킨케어
B660406,훼이셜클렌저
B660501,베이비스킨케어
B660502,베이비클렌저
B660503,임산부케어
B660601,네일케어
B660602,풋케어
B660603,핸드케어
B660701,기타미용소품
B660702,메이크업브러쉬
B660703,메탈
B660704,분첩
B660705,여행용품
B660706,용기
B660707,클렌징
B660708,헤어브러쉬/거울
B660709,헤어용품
B660710,화장솜/면봉
B660801,디퓨져
B660802,방향제
B660803,입욕제
B660804,향수
B660805,향초
B670101,VIC피자
B670102,일마레
B670103,엠디월드
B670104,보네스빼
B670201,떡볶이
B670202,튀김
B670203,누들
B670204,도넛/햄버거
B670205,만두
B670206,밥류
B670207,가스류
B670208,볶음류
B670301,베이커리 디저트
B670302,음료
B670303,아이스크림
B670304,일마레피자
B670305,엠디월드피자
B670306,보네스빼피자
B670307,피자헛익스프레스
B670401,피자
B670402,보네스빼
B670403,빠뮤
B670404,VIC마켓피자
B670405,VIC베이커리
B680101,비즈니스양말
B680102,캐주얼양말
B680103,스포츠양말
B680104,기능성양말
B680105,스니커즈
B680106,남성양말기획
B680107,링크스양말
B680108,발가락양말
B680109,망사양말
B680110,남성묶음양말
B680201,캐주얼양말
B680202,스포츠양말
B680203,스니커즈
B680204,정장양말
B680205,반장
B680206,면타이즈
B680207,여성묶음양말
B680208,여성양말기획
B680209,여성발가락
B680210,수면양말
B680301,아동캐주얼
B680302,베이비양말
B680303,아동반장
B680304,아동타이즈
B680305,아동스니커즈
B680306,아동양말기획
B680307,아동묶음양말
B680308,아동수면양말
B680401,덧신기획
B680402,여성스타킹덧신
B680403,여성면덧신
B680404,여성양말덧신
B680405,남성양말덧신
B680406,아동실내덧신
B680407,성인실내덧신
B680501,남주니어양말
B680502,여주니어양말
B680503,주니어캐릭터
B680601,남성양말선물세트
B680602,여성양말선물세트
B680603,아동양말선물세트
B680701,온라인양말
B680801,양말행사
B680802,아동기타행사
B680803,란제리행사
B680804,홈웨어행사
B680805,내의기타행사
B690101,바캉스슈즈
B690102,방한슈즈
B690103,병행수입시즌슈즈
B690201,런닝화
B690202,스니커즈
B690203,등산화
B690204,슬리퍼
B690205,병행수입스포츠슈즈
B690301,아동구두
B690302,아동운동화
B690303,아동실내화
B690304,아동시즌슈즈
B690305,병행수입아동슈즈
B690401,캐주얼단화
B690402,캐주얼샌들
B690403,캐주얼부츠
B690404,드레스화
B690501,슈케어용품
B690502,풋케어용품
B700101,여성벨트
B700102,남성벨트
B700103,지갑
B700201,서류가방
B700202,학생가방
B700203,캐주얼가방
B700204,아동가방
B700205,온라인가방
B700301,여행가방
B700302,여행용품
B700401,아동모
B700402,시즌모
B700403,야구모
B700404,벙거지
B700405,헤드웨어
B700501,우산
B700502,양산
B700503,우의
B700504,장화
B700601,스카프
B700602,머플러
B700603,워머
B700604,시즌소품
B700701,아동장갑
B700702,가죽장갑
B700703,캐주얼장갑
B700704,모장갑
B710101,브랜드
B710102,미입점행사
B710103,온라인브랜드
B710201,등산의류
B710202,등산화
B710203,등산배낭
B710204,등산소품
B710301,캠핑취사용품
B710302,캠핑퍼니처용품
B710303,캠핑텐트류
B710304,캠핑소품
B720101,보리류
B720102,슈퍼푸드잡곡류
B720103,잡곡기타
B720104,찰현미류
B720105,찹쌀류
B720106,친환경잡곡
B720107,콩류
B720108,현미류
B720109,혼합잡곡
B720110,흑미류
B720201,곡물스낵
B720202,기타선식
B720203,다이어트대용식
B720204,미숫가루
B720205,볶은통곡물
B720206,일반선식
B720207,하루한끼선식
B720301,온라인잡곡류
B730101,볶음/무침반찬
B730102,절임반찬
B730103,조림반찬
B730104,포장젓갈
B730201,냉동디저트HMR
B730202,수입냉동식사
B730203,냉동식사HMR
B730204,냉동면
B730205,냉동밥
B730301,디저트
B730302,냉장간편식
B730303,냉장장류
B730304,온라인냉장반찬HMR
B730401,냉장떡
B730402,냉장면류
B740101,봉지라면
B740102,컵라면
B740201,국수
B740202,당면
B740203,수입면류
B740204,숙면
B740301,3분요리류
B740302,분말조리식
B740401,즉석 죽/스프/누룽지
B740402,즉석밥류
B740403,컵밥류
B740501,식빵
B740502,일반빵
B740503,찐빵
B740601,어린이시리얼
B740602,온라인시리얼
B740603,일반시리얼
B740604,체중조절용시리얼
B750101,단일비타민
B750102,발포비타민
B750103,종합비타민
B750201,기타기능건강
B750202,뼈건강
B750203,온라인기능성건강
B750204,프로바이틱스
B750205,헬스건강
B750206,혈행개선
B750301,전통건강식품
B750302,홍삼농축액
B750303,홍삼즙
B750304,홍삼첨가식품
B750401,국산담배
B750402,수입담배
B750501,건강기능성선물세트
B750502,홍삼선물세트
B760101,수입생물연어
B760102,수입냉동연어
B760201,수입냉동고등어
B760202,수입고등어자반
B760301,수입냉동갈치
B760401,랍스터
B760402,킹크랩
B760403,대게
B760404,수입기타게
B760501,수입꽁치
B760502,수입가자미
B760503,수입임연수어
B760504,수입명태
B760505,수입구색생선
B770101,냉동규격전감
B770102,냉동기타규격생선
B770103,냉동규격연어
B770201,냉동규격연체류
B770202,냉동규격날치알
B770203,냉동규격새우
B770204,냉동규격패류
B770301,규격갈치선물세트
B770302,규격옥돔선물세트
B770303,규격고등어선물세트
B770304,규격기타생선선물세트
B770401,냉장규격연어
B770402,냉장규격고등어
B770403,냉장규격기타생선
B770501,온라인규격생선
B770601,찌개/탕(냉장)
B770602,볶음류(냉장)
B770603,규격소스류
B770701,즉석탕행사
B770702,즉석볶음행사
B780101,국산굴비
B780102,수입굴비
B780201,과메기
B780202,기타반건생선
B780203,반건가자미
B780204,반건갈치
B780205,반건고등어
B780206,반건오징어
B780207,반건임연수어
B780208,반건제수생선
B780209,코다리
B780301,굴비세트
B790101,기타해초류
B790102,다시마
B790103,매생이
B790104,미역
B790105,톳
B790106,파래
B790107,포장해초류
B790201,개조개
B790202,골뱅이
B790203,기타조개
B790204,꼬막
B790205,모시조개
B790206,바지락
B790207,생합
B790208,석화
B790209,소라
B790210,전복
B790211,키조개
B790212,피홍합
B790301,곤이
B790302,관자살
B790303,기타조개살
B790304,논우렁살
B790305,멍게
B790306,명태알
B790307,미더덕
B790308,바지락살
B790309,새우살
B790310,생굴
B790311,오만둥이
B790312,해삼
B790313,홍합살
B790401,갑오징어
B790402,기타연체류
B790403,낙지
B790404,문어
B790405,주꾸미
B790406,해파리
B790501,기타새우
B790502,블랙타이거
B790503,흰다리새우
B790601,기타해물선물세트
B790602,전복선물세트
B790701,온라인해물연체류
B800101,김특산물
B800102,멸치특산물
B800103,미역특산물
B800201,국물용멸치
B800202,볶음용멸치
B800203,볶음조림용멸치
B800204,새우홍합
B800301,국물팩
B800302,어간장
B800303,원물가루
B800401,황태채
B800402,황태포
B800501,다시마
B800502,미역
B800601,멸치세트
B810101,즉석김
B810102,즉석김자반
B810201,김밥김
B810202,마른김
B810301,식탁김
B810302,외국인특화김
B810303,전장김
B810401,김가공품
B810402,김자반
B810403,부각
B810501,김선물세트
B820101,미국산냉동소고기
B820102,미국산초이스등급소고기
B820103,미국산프라임등급소고기
B820201,호주산곡물비육
B820202,호주산냉동소고기
B820203,호주산목초비육
B820204,호주산와규
B820205,호주산흑소
B820301,수입냉동선물세트
B820302,수입냉장선물세트
B820401,맥시코산돼지고기
B820402,미국산돼지고기
B820403,유럽산돼지고기
B820404,호주산돼지고기
B820501,뉴질랜드산소고기
B820502,수입산양고기
B820503,기타국소고기
B820504,캐나다산소고기
B830101,닭/오리양념육
B830102,돼지양념육
B830103,소양념육
B830104,냉동양념육
B830201,돈가스
B830202,소시지
B830203,스테이크
B830204,햄류
B830205,냉동육가공품
B840101,생활도자기
B840102,브랜드도자기
B840103,수저
B840104,컵
B840105,텀블러
B840106,제빵용품
B840107,커피/티용품
B840108,테이블장식용품
B840109,온라인그릇/수저
B840201,유아수저
B840202,유아그릇
B840203,유아물병
B840301,체/바구니
B840302,프라이팬
B840303,냄비
B840304,뚝배기
B840305,압력솥
B840306,간편조리용기
B840307,곰솥/들통
B840308,주전자
B840309,믹싱볼/양푼
B840310,온라인조리용기
B840401,보조조리도구
B840402,주방가위
B840403,식과도
B840404,도마
B840405,쟁반
B840406,체/바구니
B850101,밥솥
B850102,청소기
B850103,믹서기
B850104,전기포트
B850105,토스터기
B850106,다리미
B850107,조리가전
B850108,이미용기
B850201,선풍기
B850202,히터기
B850203,전기요/장판
B850204,건강가전
B860101,거실화
B860102,타월
B860103,패브릭욕실매트
B860201,다용도매트
B860202,베란다/놀이방매트
B860203,싱크매트
B860301,프리미엄다용도매트
B860302,프리미엄싱크매트
B860401,발판
B860402,변기커버
B860403,샤워커튼
B860404,샤워타월
B860405,욕실소품
B860406,욕실화
B860501,욕실수납용품
B860601,메탈호스
B860602,샤워헤드
B860603,수전
B870101,등기구
B870102,랜턴류
B870103,방등거실등
B870104,장식스탠드
B870105,학습용스탠드
B870201,LED램프
B870202,특수램프
B870203,형광램프
B870301,멀티탭
B870302,전기재료
B870401,도어락
B870402,보안용품
B870403,유아안전용품
B870404,화재안전용품
B870501,가정보수용품
B870502,에너지절약용품
B870503,접착제
B870504,페인트
B870505,포장/이사용품
B870601,공구함
B870602,수공구
B870603,전동공구
B870604,철물공구
B870701,건전지
B870702,충전지
B870703,특수전지
B880101,디자인엔
B880102,룸베이
B880103,메종디오르
B880104,바니루이스
B880105,브랜드성인침구3
B880106,애슐리까사
B880201,일반성인침구
B880301,일반아동침구
B880302,캐릭터침구
B890101,메추리알
B890102,브랜드란
B890103,일반란
B890104,차별화계란
B890201,가공계란
B890202,가공메추리알
B900101,남성화장품
B900102,여성화장품
B900103,일반화장품
B900201,기타색조화장품
B900202,네일
B900203,립
B900204,베이스
B900205,블러셔
B900206,아이
B900301,드럭스토어
B900401,온라인화장품
B910101,건고추
B910102,기타양념
B910103,대파
B910104,마늘
B910105,마늘쫑
B910106,생강
B910107,양파
B910108,쪽파
B910109,친환경양념채소
B910201,감자
B910202,고구마
B910203,기타뿌리채소
B910204,당근
B910205,마
B910206,연근
B910207,우엉
B910208,친환경 뿌리채소
B910209,친환경뿌리채소
B910301,온라인뿌리채소
B920101,PB사과
B920102,부사
B920103,사과기타
B920104,아오리사과
B920105,햇사과
B920201,배기타
B920202,신고
B920203,햇배
B920301,배세트
B920302,사과배세트
B920303,사과세트
B920304,친환경과일세트
B920305,혼합세트
B920401,온라인구색과일
B920501,구색과일기타
B920502,국산체리
B920503,매실
B920504,모과
B920505,무화과
B920506,살구
B920507,쇼케이스과일
B920508,유자
B920509,친환경구색과일
B920601,밤기타
B920602,생율
B920603,피밤
C010101,사과
C010102,배
C010103,감
C010104,귤류
C010105,유자/모과
C010106,복숭아
C010107,자두
C010108,살구
C010109,매실
C010110,딸기
C010111,포도
C010112,무화과
C010113,수박
C010114,참외
C010115,메론
C010116,토마토
C010117,방울토마토
C010118,기타국산과일류
C010119,사과선물세트
C010120,배선물세트
C010121,혼합과일선물세트
C010122,기타과일선물세트
C010201,블루베리
C010202,수입포도
C010203,레몬
C010204,망고
C010205,망고스틴
C010206,바나나
C010207,아보카도
C010208,야자
C010209,오렌지
C010210,용과
C010211,자몽
C010212,체리
C010213,키위
C010214,파인애플
C010215,기타수입과일
C010216,간편과일
C010301,냉동망고
C010302,냉동베리류
C010303,냉동홍시
C010304,기타냉동과일류
C010401,곶감
C010402,기타건과일
C010403,곶감선물세트
C010501,밤
C010502,땅콩
C010503,호두
C010504,잣
C010505,피스타치오
C010506,아몬드
C010507,캐슈넛
C010508,혼합견과
C010509,기타견과류
C020101,일반미
C020102,기능성미
C020103,즉석도정미
C020201,보리
C020202,현미
C020203,찹쌀
C020204,흑미
C020205,콩
C020206,조/수수
C020207,혼합잡곡
C020208,기타잡곡류
C020301,미숫가루
C020302,선식
C030101,미나리
C030102,부추
C030103,상추
C030104,시금치
C030105,대파
C030106,쪽파류
C030107,쌈채소류
C030108,쑥갓
C030109,깻잎
C030110,근대/아욱
C030111,기타잎채소
C030201,가지
C030202,고추
C030203,건고추
C030204,오이
C030205,옥수수
C030206,파프리카/피망
C030207,단호박
C030208,애호박
C030209,여주
C030210,기타열매채소
C030301,감자
C030302,고구마
C030303,당근
C030304,생강
C030305,연근
C030306,우엉
C030307,마
C030308,기타뿌리채소
C030309,마늘
C030310,양파
C030311,인삼류
C030312,기타한방약재
C030313,더덕선물세트
C030314,수삼선물세트
C030315,혼합채소선물세트
C030316,한방약재류
C030401,두부류
C030402,연두부류
C030403,묵류
C030404,콩나물
C030405,숙주나물
C030501,무
C030502,열무
C030503,알타리무
C030504,갓
C030505,배추
C030506,봄동
C030507,얼갈이
C030508,절임배추
C030601,느타리버섯류
C030602,새송이버섯류
C030603,양송이버섯류
C030604,송이버섯류
C030605,팽이버섯류
C030606,표고버섯류
C030607,건버섯류
C030608,모둠버섯
C030609,기타버섯류
C030610,버섯선물세트
C030611,약용버섯류
C030701,양배추
C030702,미니양배추
C030703,양상추
C030704,브로콜리
C030705,컬리플라워
C030706,샐러드류
C030707,기타양채류
C030708,원예식물
C030801,생나물류
C030802,삶은나물류
C030803,건나물류
C030804,다시마
C030805,매생이
C030806,미역
C030807,톳
C030808,파래
C030809,기타해초류
C030901,일반계란
C030902,가공계란
C030903,일반메추리알
C030904,가공메추리알
C040101,가자미
C040102,갈치
C040103,고등어
C040104,꽁치
C040105,대구
C040106,도미
C040107,명태
C040108,민어
C040109,조기류
C040110,삼치
C040111,아귀
C040112,연어
C040113,우럭
C040114,은어
C040115,임연수
C040116,전어
C040117,장어
C040118,홍어
C040119,생선알
C040120,오징어
C040121,갑오징어
C040122,한치
C040123,광어회
C040124,우럭회
C040125,참치회
C040126,홍어회
C040127,모듬회
C040201,굴비류
C040202,과메기
C040203,코다리
C040204,반건생선류
C040205,굴비선물세트
C040206,반건생선선물세트
C040207,포장고등어
C040208,포장연어
C040209,포장날치알
C040210,포장새우살
C040211,포장해물류
C040212,대구전감
C040213,명태전감
C040214,생선선물세트
C040215,혼합수산선물세트
C040216,즉석젓갈류
C040301,국물용건멸치
C040302,볶음조림용건멸치
C040303,건새우
C040304,건홍합
C040305,건오징어
C040306,어포류
C040307,황태/북어류
C040308,황태채
C040309,마른김
C040310,건다시마
C040311,건미역
C040401,조미오징어
C040402,훈제/구이오징어
C040403,쥐치포
C040404,원물천연조미료
C040405,조미전장김
C040406,조미도시락김
C040407,김자반/부각/튀각
C040408,멸치선물세트
C040409,김선물세트
C040410,기타건해산물선물세트
C040501,낙지
C040502,문어
C040503,주꾸미
C040504,해파리
C040505,미더덕류
C040506,멍게
C040507,해삼
C040508,꽃게
C040509,대게
C040510,홍게
C040511,랍스터
C040512,킹크랩
C040513,새우
C040514,개조개
C040515,골뱅이
C040516,굴
C040517,꼬막
C040518,대합
C040519,모시조개
C040520,바지락
C040521,생합
C040522,소라
C040523,재첩
C040524,전복
C040525,키조개
C040526,홍합
C040527,우렁이
C040601,기타어류
C040602,기타포장생선
C040603,기타연체류
C040604,기타회
C040605,기타게
C040606,기타조개류
C050101,한우안심
C050102,한우등심
C050103,한우채끝
C050104,한우목심
C050105,한우앞다리
C050106,한우우둔
C050107,한우설도
C050108,한우양지
C050109,한우사태
C050110,한우갈비
C050111,한우부산물
C050112,한우정육
C050113,한우지육
C050114,한우선물세트
C050201,국산돼지안심
C050202,국산돼지등심
C050203,국산돼지등심덧살
C050204,국산돼지목심
C050205,국산돼지앞다리
C050206,국산돼지사태
C050207,국산돼지항정살
C050208,국산돼지뒷다리
C050209,국산돼지삼겹살
C050210,국산돼지갈매기살
C050211,국산돼지등갈비
C050212,국산돼지갈비
C050213,국산돼지부산물
C050301,삼계탕용닭
C050302,볶음탕용닭
C050303,닭다리
C050304,닭가슴살
C050305,닭안심
C050306,닭아랫날개(윙)
C050307,닭윗날개(봉)
C050308,닭근위
C050309,닭정육
C050310,오리고기
C050401,미국산소갈비
C050402,미국산소목심
C050403,미국산소등심
C050404,미국산소앞다리
C050405,미국산소양지
C050406,미국산소토시살
C050407,미국산소기타육
C050408,호주산소갈비
C050409,호주산소목심
C050410,호주산소등심
C050411,호주산소채끝
C050412,호주산소안심
C050413,호주산소설도
C050414,호주산소앞다리
C050415,호주산소양지
C050416,호주산소우둔
C050417,호주산소사태
C050418,호주산소안창살
C050419,호주산소토시살
C050420,호주산소기타육
C050421,수입산소갈비
C050422,수입산소목심
C050423,수입산소사태
C050424,수입소고기선물세트
C050501,수입돼지삼겹살
C050502,수입돼지목심
C050503,수입돼지정육
C050601,닭/오리양념육
C050602,돼지양념육
C050603,소양념육
C050604,기타양념육
C050605,돈가스
C060101,즉석김치류
C060102,즉석조림반찬
C060103,즉석절임반찬
C060104,즉석볶음반찬
C060105,즉석무침반찬
C060106,즉석국탕
C060107,즉석나물/부침
C060108,즉석반찬원부재료
C060201,치킨류
C060202,튀김류
C060203,훈제/로스트
C060204,족발
C060205,즉석어묵
C060206,온장조리원부재료
C060301,김밥
C060302,롤
C060303,삼각김밥
C060304,초밥류
C060305,도시락
C060306,샐러드
C060307,샌드위치
C060308,햄버거
C060309,냉장조리원부재료
C060401,식빵
C060402,일반빵
C060403,호빵찐빵
C060404,식빵류
C060405,페스츄리류
C060406,베이커리일반빵
C060407,선물류
C060501,한과
C060502,피자
C060503,기타온장조리
C060504,기타냉장조리
C060505,요리떡
C060506,일반떡
C070101,일반우유
C070102,기능성우유
C070103,가공우유
C070104,크림/연유
C070201,일반요구르트
C070202,마시는요구르트
C070203,떠먹는요구르트
C070301,버터/마가린
C070302,치즈
C070401,냉장커피차음료
C070402,냉장과일야채음료
C070403,냉장곡물견과음료
C080101,김치류
C080102,단무지
C080103,냉장드레싱
C080201,어묵
C080202,맛살
C080203,곤약
C080204,유부
C080205,김밥재료세트
C080301,햄
C080302,햄선물세트
C080303,베이컨
C080304,소시지
C090101,바아이스크림
C090102,튜브아이스크림
C090103,콘아이스크림
C090104,모나카
C090105,컵아이스크림
C090106,홈아이스크림
C090107,아이스크림케이크
C090108,얼음
C090201,냉동만두
C100101,푸딩/젤리
C100102,빵/케이크
C100103,냉장핫도그/핫바류
C100104,냉장치킨족발류
C100105,냉장국탕류
C100106,냉장안주
C100107,기타냉장간편식
C100201,냉장밥/죽
C100202,냉장면
C100203,냉장떡
C100204,냉장간편떡볶이
C100301,절임반찬
C100302,조림반찬
C100303,볶음반찬
C100304,무침반찬
C100305,젓갈
C100306,냉장장류
C100401,해물찌개/탕
C100402,냉동밥
C100403,냉동면
C100404,냉동피자
C100405,냉동핫도그
C100406,냉동튀김
C100407,냉동부침
C100408,냉동국탕류
C100409,냉동디저트
C100410,냉동떡볶이
C110101,생수
C110201,탄산수
C110202,사이다
C110203,콜라
C110204,혼합탄산
C110205,무알콜맥주
C110301,과일음료
C110302,채소음료
C110303,과채혼합음료
C110304,어린이음료
C110305,과채음료세트
C110401,커피음료
C110402,파우치/즉석음료
C110501,일반차음료
C110502,전통차음료
C110601,스포츠음료
C110602,비타민/에너지음료
C110603,식이섬유음료
C110604,한방음료
C110605,숙취해소음료
C110606,기타기능성음료
C110607,기능성음료세트
C110701,일반두유
C110702,유아두유
C110703,기타음료세트
C120101,일반소주
C120102,칵테일소주
C120103,담금소주
C120201,국산맥주
C120202,수입맥주
C120301,레드와인
C120302,화이트와인
C120303,스파클링와인
C120304,와인세트
C120401,위스키
C120402,브랜디/꼬냑
C120403,리큐르
C120404,기타양주
C120501,막걸리
C120502,청주
C120503,과실주/담금주
C120504,중국술
C120505,일본술
C120506,기타전통주
C120507,전통주세트
C120601,공병/공박스
C130101,채소병통조림
C130102,과일병통조림
C130103,참치통조림
C130104,골뱅이통조림
C130105,꽁치고등어통조림
C130106,연어통조림
C130107,기타수산통조림
C130108,햄통조림
C130109,닭고기통조림
C130110,기타축산통조림
C130111,햄통조림세트
C130112,참치통조림세트
C130113,통조림혼합세트
C130114,연어통조림세트
C130115,과일잼
C130116,스프레드
C130201,티백/드립원두커피
C130202,캡슐원두커피
C130203,분쇄/홀빈원두커피
C130204,스틱원두커피
C130205,용기/리필커피
C130206,믹스커피
C130207,아이스믹스커피
C130208,컵커피차류
C130209,커피크리머
C130210,커피세트
C130301,수입담배
C130302,국산담배
C130401,분유
C130402,이유식
C130403,유아과자
C130404,유아음료
C130501,식수용차
C130502,녹차/홍차
C130503,과실차
C130504,곡물/견과차
C130505,허브/꽃차
C130506,전통/한방차
C130507,코코아
C130508,아이스티
C130509,차세트
C130601,일반비타민
C130602,유산균/프로바이오틱스
C130603,건강보조식품세트
C130604,홍삼세트
C130605,홍삼/인삼혼합세트
C130606,토종꿀
C130607,양봉꿀
C130608,꿀세트
C130701,즉석카레짜장
C130702,즉석덮밥류
C130703,즉석밥
C130704,즉석컵밥
C130705,즉석죽
C130706,즉석스프
C130707,즉석누룽지
C130708,즉석면류
C130709,즉석국/찌개
C130710,기타레토르트
C130711,분말카레짜장
C130712,분말스프
C130801,맛밤류
C130802,안주용육포류
C130803,기타간식/안주형과자
C140101,간장
C140102,된장
C140103,고추장
C140104,쌈장
C140105,기타장류
C140201,콩기름
C140202,옥수수기름
C140203,참기름/들기름
C140204,올리브유
C140205,포도씨유
C140206,카놀라유
C140207,해바라기씨유
C140208,기타식용유
C140209,식용유세트
C140301,소금
C140302,식초
C140303,음용식초
C140304,액젓
C140305,가공조미료
C140306,자연조미료
C140307,액상조미료
C140308,고춧가루
C140309,후추
C140310,겨자/고추냉이
C140311,깨
C140312,허브류
C140313,기타향신료
C140314,기타조미료세트
C140401,케첩
C140402,마요네즈
C140403,상온드레싱
C140404,양념소스
C140405,국물용소스
C140406,파스타소스
C140407,고기양념장
C140501,설탕
C140502,물엿/시럽
C140601,밀가루
C140602,빵가루
C140603,부침가루
C140604,튀김가루
C140605,곡물가루
C140606,기타분말류
C140607,도넛가루/핫케이크가루
C140608,호떡믹스
C140609,빵믹스
C140610,아이스크림믹스
C140611,기타프리믹스
C150101,국물봉지라면
C150102,비빔봉지라면
C150103,국물용기라면
C150201,국수
C150202,당면
C150203,파스타류
C150204,냉면
C150205,쌈/또띠아
C150206,기타건면
C150301,크래커
C150302,쿠키
C150303,샌드
C150304,스틱과자
C150305,쿠키케이크
C150306,파이
C150307,과자세트
C150401,감자스낵
C150402,고구마스낵
C150403,옥수수스낵
C150404,쌀스낵
C150405,일반스낵
C150406,영양바
C150407,팝콘
C150501,일반껌
C150502,기능성껌
C150503,풍선껌
C150504,하드캔디
C150505,소프트캔디
C150506,젤리
C150507,양갱
C150508,캐러멜
C150509,토이캔디
C150510,기능성캔디
C150511,사탕/캔디세트
C150601,판초콜릿
C150602,쉘초콜릿
C150603,바초콜릿
C150604,초콜릿세트
C150701,기타전통과자
C150801,일반시리얼
C150802,기능성시리얼
C160101,분말세탁세제
C160102,액상세탁세제
C160103,세탁비누
C160104,분말표백제
C160105,액상표백제
C160106,부분세탁제
C160107,섬유유연제/향기지속제
C160108,특수용세탁세제
C160201,롤티슈
C160202,각티슈/미용티슈
C160203,물티슈
C160204,키친타올
C160205,냅킨
C160206,유아용물티슈
C160301,일반주방세제
C160302,다목적주방세제
C160303,주방용청소세제
C160304,락스
C160305,곰팡이제거제/차단제
C160306,욕실전용청소세제
C160307,세정제
C160308,광택제
C160309,방향제
C160310,탈취제
C160311,섬유용탈취제
C160312,제습제
C160313,파리/모기살충제
C160314,개미/바퀴살충제
C160315,방충제
C160401,유아용화장품
C160402,유아용샴푸/바디워시
C160403,유아/아동용치약
C160404,유아/아동용칫솔
C160405,유아목욕용품
C160406,유아용기저귀
C160407,유아용세척용품
C160408,젖병소독/건조용품
C160409,젖병/젖꼭지
C160501,아이케어
C160502,크림/밤/오일
C160503,페이셜팩류
C160504,스킨케어세트
C160505,BB/파운데이션/컴팩트류
C160506,마스카라
C160507,립스틱/립라이너
C160508,립글로즈/틴트
C160509,일반네일/케어류
C160510,메탈미용소도구
C160511,메이크업브러쉬
C160512,스폰지/퍼프
C160513,풋케어도구
C160514,면봉/화장솜
C160515,남녀공용향수
C160601,샴푸
C160602,린스/컨디셔너
C160603,샴푸/린스세트
C160604,트리트먼트/팩
C160605,헤어에센스
C160606,헤어스프레이
C160607,헤어무스/젤
C160608,헤어왁스
C160609,염모제
C160701,생리대
C160702,탐폰
C160703,팬티라이너
C160704,성인용기저귀
C160705,성인용일회용팬티
C160801,치약
C160802,칫솔
C160803,전동칫솔/칫솔모
C160804,구강청정제
C160805,기타구강관리용품
C160806,치약/칫솔세트
C160901,선물세트
C160902,여행용세트
C160903,바디워시
C160904,바디보습
C160905,제모용품
C160906,바디패치/팩
C160907,핸드워시/손세정제
C160908,핸드로션/크림
C160909,풋케어
C160910,핸드/풋케어세트
C160911,일회용면도기
C160912,남성용면도기/날
C160913,쉐이빙폼/젤
C160914,여성세정제
C160915,미용비누
C160916,페이셜클렌저
C160917,스킨/토너
C160918,립밤/립스크럽
C160919,선크림류
C160920,안전상비의약외품
C160921,콘돔
C160922,밴드류
C160923,렌즈관리용품
C170101,밥공기
C170102,국그릇
C170103,대접/볼
C170104,접시
C170105,찬기/종지
C170106,반상기세트/홈세트
C170107,제기
C170108,음료용컵
C170109,주류잔
C170110,다기류
C170111,숟가락/젓가락
C170112,포크/나이프
C170113,디저트포크/스푼
C170114,유아동식기/식판
C170115,유아동숟가락/젓가락/포크
C170116,유아동컵/물병
C170117,물병
C170118,과실주병
C170119,보온병/텀블러
C170120,도시락/찬합
C170121,보온도시락
C170122,양념통
C170123,항아리/쌀독류
C170124,반찬통/밀폐용기
C170125,냄비
C170126,뚝배기
C170127,압력솥
C170128,솥
C170129,주전자
C170130,프라이팬
C170131,그릴/구이불판
C170132,주방칼/가위
C170133,채칼/강판/절구
C170134,도마
C170135,국자/뒤지개/주걱
C170136,오프너/와인스크류
C170137,양푼/믹싱볼
C170138,채반/바구니/쟁반
C170139,계량도구
C170140,얼음/빙수용품
C170141,제빵용품
C170142,제면용품
C170143,커피용품
C170144,기타조리도구
C170145,식기건조대/수저통
C170146,주방선반/걸이대
C170147,고무장갑
C170148,수세미/솔
C170149,행주
C170150,호일/랩/기름종이
C170151,지퍼백/비닐백
C170152,비닐장갑
C170153,싱크대/배수구용품
C170154,장바구니
C170155,핸드카트
C170156,교자상/다용도상
C170157,테이블데코
C170158,기타주방정리용품/소모품
C170159,종이컵
C170160,일회용용기
C170161,일회용젓가락/숟가락
C170162,기타주방일회용품
C170201,밀대청소기
C170202,걸레/청소포
C170203,빗자루/쓰레받이
C170204,휴지통
C170205,테이프크리너
C170206,종량제봉투
C170207,기타청소용품
C170208,공간박스
C170209,바구니
C170210,옷걸이
C170211,기타정리용품
C170212,빨래건조대
C170213,다림판
C170214,세탁/건조보조용품
C170215,수건
C170216,목욕타올
C170217,욕실발판
C170218,변기시트/커버
C170219,욕실화
C170220,욕실소품
C170221,욕실수납용품
C170222,욕실청소용품
C170223,놀이방매트
C170301,수공구
C170302,철물공구
C170303,전기자재
C170304,멀티탭
C170305,건전지
C170306,충전지
C170307,장갑류
C170308,접착제
C170309,시트지
C170310,방풍/단열/방충
C170311,장식스탠드
C170312,테이블스탠드
C170313,조명등기구
C170314,일반램프
C170315,LED램프
C170316,플래쉬/랜턴
C170317,수도용품
C170318,선풍기
C170319,히터
C170320,온풍기
C170321,라디에이터
C170322,전기요
C170323,전기매트
C170324,온수매트
C170325,기타난방가전
C170326,모바일배터리/충전기
C170327,이어폰/헤드폰
C170328,케이스/보호필름
C170329,기타모바일액세서리
C170330,제습기
C170331,가습기
C170332,공기청정기
C170333,핸디형청소기
C170334,기타청소기
C170335,전화기
C170336,다리미
C170337,헤어드라이어
C170338,고데기
