,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,변동계수
8141,10,10,10,9,8,10,10,12.113924050632912
8142,2,1,2,1,1,2,2,2.9622641509433962
8143,7,6,5,7,6,7,7,8.139240506329113
8144,6,9,9,7,7,8,5,4.86
8145,1,4,3,2,2,2,1,2.0
8146,1,2,2,2,1,2,1,2.9622641509433962
8147,1,1,1,1,1,2,1,2.9999999999999996
8148,10,9,3,3,5,4,4,1.8854166666666667
8149,10,4,5,6,8,8,5,3.0558139534883724
8150,8,5,7,8,7,8,8,6.567567567567567
8151,4,4,3,3,3,2,4,4.328947368421052
8152,4,4,6,7,5,6,4,4.24793388429752
8153,3,3,8,7,2,4,4,1.9865470852017937
8154,2,2,1,2,1,2,2,3.489795918367347
8155,3,4,6,5,6,9,9,2.5974025974025974
8156,2,5,2,4,4,4,4,3.1592920353982303
8157,4,4,5,5,5,4,4,8.358490566037736
8158,5,4,1,3,3,3,4,2.632
8159,7,6,6,7,5,6,5,7.317073170731708
8160,4,7,8,8,8,6,10,3.857142857142857
8161,7,6,5,8,6,8,9,4.964539007092199
8162,2,5,1,3,3,3,1,1.8357142857142856
8163,2,1,5,1,4,2,2,1.609271523178808
8164,6,5,7,6,7,8,6,6.561224489795918
8165,3,4,4,5,10,10,10,2.0153374233128836
8166,7,9,6,5,10,9,10,4.0
8167,6,4,8,4,8,5,8,3.301075268817204
8168,8,8,6,7,7,7,5,6.411214953271028
8169,8,8,8,9,9,7,6,7.345794392523365
8170,8,3,3,4,2,6,7,2.056768558951965
8171,3,3,4,6,5,4,7,3.0264900662251657
8172,4,4,6,6,7,8,8,3.6547619047619047
8173,3,6,3,6,3,3,2,2.3187499999999996
8174,3,4,3,8,8,8,7,2.4315352697095434
8175,2,3,2,4,3,3,1,2.6224489795918364
8176,4,3,4,3,3,5,5,4.288888888888889
8177,2,4,4,2,3,3,4,3.488888888888889
8178,7,6,6,5,4,7,4,4.3858267716535435
8179,8,4,6,5,6,5,10,3.053398058252427
8180,6,7,6,6,5,5,6,8.492753623188406
8181,1,2,2,3,1,3,4,2.063063063063063
8182,5,5,4,7,6,6,1,2.4923076923076923
8183,7,9,7,8,8,7,4,4.547770700636942
8184,7,6,5,7,6,4,7,5.217391304347826
8185,6,6,4,5,9,9,6,3.3842105263157896
8186,1,1,1,1,1,1,1,0.0
8187,10,10,10,10,10,9,10,25.94736842105263
8188,4,3,2,2,2,2,4,2.8526315789473684
8189,4,5,4,5,4,4,4,8.755102040816327
8190,8,6,5,4,5,5,10,2.8962264150943393
8191,5,5,8,7,7,8,8,5.0814814814814815
8192,3,3,4,3,2,3,4,4.55072463768116
8193,9,10,6,8,7,6,5,4.05
8194,3,3,3,2,3,2,1,3.0759493670886076
8195,9,7,8,8,4,5,5,3.4578947368421056
8196,9,9,10,10,9,10,10,18.056603773584904
8197,6,6,8,7,4,5,6,4.651162790697675
8198,2,3,3,2,3,3,4,4.144927536231884
8199,2,4,3,3,2,3,5,2.9345794392523366
8200,1,1,3,1,2,2,3,2.066666666666667
8201,7,8,7,6,8,6,6,7.622222222222223
8202,2,3,2,3,2,3,3,4.849056603773584
8203,2,3,4,4,3,3,3,4.55072463768116
8204,5,5,5,4,5,3,4,5.6075949367088604
8205,3,1,3,3,2,2,2,3.013157894736842
8206,8,8,9,10,9,9,2,2.943820224719101
8207,8,5,7,6,8,8,6,5.669421487603306
8208,4,4,5,5,8,7,8,3.3107344632768365
8209,3,5,7,10,6,3,4,2.1633466135458166
8210,4,4,3,3,5,3,3,4.518987341772151
8211,2,1,1,1,2,1,1,2.63265306122449
8212,2,7,6,3,6,5,3,2.405263157894737
8213,1,2,1,1,1,2,1,2.63265306122449
8214,2,4,5,9,3,2,2,1.5196850393700787
8215,2,1,1,1,2,2,2,2.9622641509433962
8216,3,4,4,4,4,5,7,3.4881889763779523
8217,10,8,6,8,9,9,7,6.029629629629629
8218,6,4,4,3,3,3,4,3.6074766355140184
8219,8,5,6,8,6,5,10,3.6881720430107525
8220,4,3,2,4,3,3,3,4.55072463768116
8221,2,2,2,2,2,1,5,1.832
8222,3,6,6,6,5,5,6,4.7657657657657655
8223,5,8,10,7,7,6,6,4.294478527607362
8224,5,6,6,6,4,5,4,5.71111111111111
8225,4,8,8,5,5,6,8,3.7
8226,10,9,10,9,9,10,10,18.056603773584904
8227,4,3,2,4,4,4,6,3.190082644628099
8228,6,6,4,5,6,5,7,5.683673469387755
8229,9,4,4,7,3,3,4,2.140969162995595
8230,5,6,5,6,5,7,5,7.050632911392405
8231,5,6,5,4,4,1,2,2.1807909604519775
8232,5,3,4,2,3,4,4,3.642857142857143
8233,10,9,8,10,10,10,10,12.113924050632912
8234,4,5,10,3,3,4,6,2.0408163265306123
8235,6,5,4,4,4,5,8,3.5205479452054793
8236,9,6,6,3,3,1,3,1.6407407407407406
8237,9,9,10,9,10,8,9,13.246376811594205
8238,10,10,10,10,8,10,9,12.113924050632912
8239,1,2,1,1,4,1,2,1.5405405405405403
8240,2,2,2,2,2,1,2,4.894736842105264
8241,7,9,7,6,7,9,6,5.832
8242,8,8,9,7,7,6,9,6.945945945945946
8243,8,8,8,10,5,9,9,5.1847133757961785
8244,6,3,1,2,3,1,6,1.4811320754716981
8245,2,1,3,1,1,1,3,1.8
8246,10,10,10,7,9,7,9,6.562962962962962
8247,10,5,7,6,7,9,7,4.288235294117647
8248,1,3,2,3,3,4,2,2.6224489795918364
8249,3,5,3,2,2,3,4,2.9345794392523366
8250,2,3,3,4,3,4,3,4.55072463768116
8251,8,9,9,9,8,8,10,11.460526315789474
8252,2,1,1,1,1,3,1,1.810126582278481
8253,5,7,5,6,5,4,7,4.92920353982301
8254,2,3,5,3,4,2,3,2.9345794392523366
8255,7,7,7,8,8,7,9,9.582278481012658
8256,2,2,2,2,1,1,2,3.489795918367347
8257,2,4,4,4,3,4,3,4.341772151898734
8258,1,3,2,3,3,3,2,3.0759493670886076
8259,8,7,10,8,3,7,2,2.232638888888889
8260,3,1,3,2,3,2,1,2.3777777777777778
8261,8,8,8,9,10,9,9,11.460526315789474
8262,1,1,1,1,1,1,1,0.0
8263,1,1,2,1,1,1,1,2.9999999999999996
8264,6,6,5,6,6,9,8,4.692857142857143
8265,2,2,3,4,3,2,2,3.253164556962025
8266,6,7,4,4,6,4,4,3.875968992248062
8267,1,1,2,2,1,1,1,2.63265306122449
8268,7,9,8,9,9,8,8,10.907894736842104
8269,1,1,1,1,1,1,1,0.0
8270,4,6,3,2,5,3,2,2.3642384105960264
8271,4,2,4,1,4,3,2,2.3636363636363638
8272,7,6,7,8,10,10,10,4.876470588235294
8273,7,5,6,6,7,5,4,5.144144144144144
8274,6,5,2,2,3,4,3,2.3642384105960264
8275,4,4,8,1,1,2,3,1.353909465020576
8276,5,7,6,7,1,1,1,1.3840830449826989
8277,3,2,7,4,9,3,2,1.5947955390334574
8278,9,4,6,5,5,5,6,3.5687499999999996
8279,10,10,10,10,9,9,6,6.26027397260274
8280,1,1,1,2,2,4,2,1.7383177570093458
8281,3,2,3,4,6,2,1,1.8404907975460123
8282,10,9,9,9,9,8,9,15.517241379310345
8283,2,2,1,6,8,3,6,1.509433962264151
8284,6,5,4,5,5,10,10,2.5617529880478087
8285,1,1,2,2,2,2,2,3.489795918367347
8286,8,6,5,4,4,5,4,3.5205479452054793
8287,1,1,2,1,2,2,10,0.8338461538461538
8288,10,10,10,9,9,8,8,10.155555555555557
8289,3,2,4,3,3,5,7,2.2976190476190474
8290,4,8,9,6,7,7,5,3.8197674418604652
8291,8,7,7,6,10,5,7,4.547770700636942
8292,3,3,9,7,4,9,7,2.2641509433962264
8293,4,2,6,2,3,2,2,1.9607843137254901
8294,6,10,10,9,10,9,5,4.072463768115942
8295,7,7,5,8,8,5,5,4.5928571428571425
8296,7,3,4,4,4,3,3,2.8368794326241136
8297,7,8,8,6,8,6,5,5.669421487603306
8298,8,5,8,7,7,8,5,5.0814814814814815
8299,8,10,9,10,10,8,9,10.155555555555557
8300,9,8,7,9,9,9,9,10.848101265822784
8301,8,9,7,9,9,7,7,8.0
8302,6,3,5,6,8,4,4,3.0595238095238093
8303,3,3,4,3,7,8,5,2.2864077669902914
8304,8,5,9,8,9,5,7,4.288235294117647
8305,8,8,6,8,7,4,4,3.552486187845304
8306,7,9,9,8,9,8,10,8.744897959183675
8307,7,6,6,6,5,5,7,7.317073170731708
8308,9,9,8,7,8,8,9,10.907894736842104
8309,5,5,6,5,3,6,4,4.542056074766355
8310,5,7,5,8,9,5,5,3.7
8311,6,6,6,6,6,5,6,15.421052631578949
8312,8,5,6,6,8,6,4,4.205479452054794
8313,9,9,9,9,9,9,8,23.31578947368421
8314,10,10,10,8,10,10,7,7.4319999999999995
8315,9,8,9,6,8,7,7,6.945945945945946
8316,5,4,5,5,5,4,5,9.612244897959183
8317,9,8,7,9,7,9,9,8.726315789473684
8318,3,3,6,4,4,6,6,3.2642857142857147
8319,2,4,3,1,1,1,2,1.7391304347826089
8320,3,2,4,2,2,3,2,3.253164556962025
8321,4,4,3,5,5,5,4,5.644736842105263
8322,3,2,3,3,5,9,10,1.557632398753894
8323,6,3,7,5,6,5,5,4.232
8324,6,3,9,5,7,5,5,3.0211640211640214
8325,7,4,3,7,9,7,6,3.0098039215686274
8326,7,7,5,7,8,8,5,5.368
8327,2,2,1,1,1,1,1,2.63265306122449
8328,1,1,2,1,2,3,2,2.25
8329,7,6,7,8,9,7,8,7.581632653061225
8330,2,3,2,2,2,3,4,3.253164556962025
8331,2,2,1,2,2,2,2,4.894736842105264
8332,5,4,6,7,10,9,10,3.0
8333,1,2,1,1,1,1,1,2.9999999999999996
8334,7,6,7,5,7,6,6,8.276315789473685
8335,5,5,6,5,4,5,6,7.449275362318841
8336,1,1,2,1,2,1,2,2.6981132075471694
8337,9,10,8,10,10,7,9,7.82608695652174
8338,4,1,2,4,2,2,2,2.1504424778761067
8339,5,7,8,8,6,7,6,6.045045045045044
8340,5,4,10,9,10,9,8,3.2614107883817427
8341,10,10,10,10,10,10,9,25.94736842105263
8342,2,2,1,2,1,1,2,2.9622641509433962
8343,1,2,1,2,2,2,1,2.9622641509433962
8344,5,4,6,4,4,4,4,5.6075949367088604
8345,4,4,3,3,3,4,3,6.471698113207547
8346,6,6,5,6,7,6,4,6.010526315789474
8347,7,8,6,9,8,7,8,7.724489795918368
8348,7,5,6,4,5,4,5,4.803738317757008
8349,7,9,5,8,8,7,5,4.57516339869281
8350,3,3,2,3,1,4,3,2.8526315789473684
8351,3,3,3,3,3,3,3,0.0
8352,9,9,8,9,9,7,8,10.670886075949367
8353,4,3,4,2,4,5,5,3.6074766355140184
8354,7,8,9,7,8,9,8,9.75609756097561
8355,8,8,6,6,4,8,7,4.473333333333334
8356,7,7,6,7,9,7,7,7.933333333333333
8357,1,5,6,1,1,2,4,1.3490566037735847
8358,5,8,7,8,9,10,10,4.598870056497176
8359,6,6,7,9,5,7,6,5.1732283464566935
8360,1,1,1,1,1,1,1,0.0
8361,3,3,2,2,4,3,3,4.144927536231884
8362,4,3,3,2,3,2,1,2.6224489795918364
8363,3,3,3,3,2,2,5,3.0
8364,6,3,5,6,5,8,8,3.3107344632768365
8365,1,1,2,2,1,2,2,2.9622641509433962
8366,4,4,5,8,7,6,4,3.3518518518518516
8367,8,7,6,3,8,7,9,3.5179487179487183
8368,2,4,5,3,4,4,6,3.1007751937984493
8369,10,9,10,9,10,9,7,8.542056074766355
8370,3,3,3,3,3,3,2,7.526315789473684
8371,4,3,2,5,2,2,4,2.59504132231405
8372,8,8,9,9,9,7,10,8.744897959183675
8373,9,8,6,8,5,6,5,4.19375
8374,6,4,3,4,2,5,3,2.859259259259259
8375,6,3,1,1,4,2,2,1.5055555555555555
8376,10,10,10,10,10,10,10,0.0
8377,2,2,1,1,2,1,3,2.25
8378,1,3,2,7,3,5,6,1.7625570776255708
8379,2,4,3,2,1,2,2,2.4105263157894736
8380,1,1,1,1,1,1,1,0.0
8381,7,9,7,8,9,9,8,9.044444444444444
8382,8,8,6,6,7,5,6,5.814159292035399
8383,10,10,10,6,9,10,6,4.608465608465609
8384,5,7,7,5,5,4,8,4.013698630136987
8385,6,9,7,5,3,6,6,3.278688524590164
8386,10,10,10,10,10,10,10,0.0
8387,8,9,7,8,10,10,10,7.322314049586777
8388,5,3,3,1,2,1,2,1.735714285714286
8389,3,3,2,4,3,2,2,3.5657894736842106
8390,2,4,8,5,3,3,4,2.123076923076923
8391,9,8,7,7,10,8,8,7.607476635514018
8392,5,5,5,6,8,8,9,3.8197674418604652
8393,7,7,5,5,6,6,4,5.144144144144144
8394,1,1,3,3,2,1,8,1.084
8395,6,8,6,7,7,6,4,5.032
8396,6,4,4,6,3,3,5,3.4881889763779523
8397,2,4,4,3,2,6,8,1.8904109589041096
8398,6,6,7,7,7,6,7,12.39622641509434
8399,6,7,7,4,6,6,5,5.4766355140186915
8400,1,1,2,2,4,3,1,1.7391304347826089
8401,9,8,5,7,4,6,5,3.4944444444444445
8402,8,8,8,9,6,6,7,6.575221238938053
8403,4,3,3,3,3,3,3,8.263157894736842
8404,2,4,3,3,1,1,3,2.1504424778761067
8405,9,7,9,9,7,9,9,8.60204081632653
8406,2,2,2,2,1,2,1,3.489795918367347
8407,9,10,5,5,3,9,9,2.6153846153846154
8408,4,4,4,3,2,3,1,2.608695652173913
8409,4,5,9,7,7,4,9,2.9906976744186045
8410,3,3,6,4,4,3,2,2.811023622047244
8411,10,10,9,8,5,3,3,2.1916932907348246
8412,1,1,1,1,1,1,10,0.6735294117647059
8413,3,3,3,4,5,2,4,3.5000000000000004
8414,5,4,5,5,3,4,6,4.663265306122449
8415,3,2,2,1,1,2,2,2.695652173913044
8416,8,8,7,8,8,6,8,9.582278481012658
8417,4,6,5,8,7,8,9,3.727777777777778
8418,1,1,2,1,1,1,4,1.3893805309734515
8419,2,2,3,1,3,3,2,3.013157894736842
8420,1,1,2,1,4,1,2,1.5405405405405403
8421,1,1,1,1,1,2,1,2.9999999999999996
8422,10,10,10,10,9,9,10,19.816326530612248
8423,4,4,3,3,5,5,4,4.878048780487805
8424,1,1,1,2,1,2,1,2.63265306122449
8425,4,3,4,4,4,4,2,4.518987341772151
8426,1,1,2,1,1,1,2,2.63265306122449
8427,6,4,3,6,7,8,3,2.6717171717171717
8428,4,3,6,2,1,1,3,1.615819209039548
8429,4,5,6,6,3,4,5,4.243243243243243
8430,2,3,3,4,3,6,3,2.7007874015748032
8431,6,7,6,8,7,6,5,6.561224489795918
8432,1,2,3,2,1,2,2,2.695652173913044
8433,2,3,3,3,6,3,2,2.325925925925926
8434,8,8,7,8,9,9,9,10.907894736842104
8435,8,9,10,8,7,9,10,7.846846846846847
8436,4,2,4,3,4,3,2,3.488888888888889
8437,10,8,7,7,9,9,9,7.460176991150443
8438,5,8,6,6,9,6,5,4.258278145695364
8439,4,3,4,5,7,5,6,3.6
8440,5,6,4,8,7,6,4,3.8066666666666666
8441,7,10,9,6,6,8,6,4.586419753086419
8442,5,6,6,7,7,9,7,5.368
8443,2,2,3,2,2,3,2,4.673469387755103
8444,1,3,2,2,1,4,4,1.9133858267716537
8445,3,5,4,4,4,4,3,5.594202898550725
8446,5,9,4,8,3,5,4,2.434977578475336
8447,4,5,7,5,7,9,8,3.552486187845304
8448,1,1,1,1,2,1,1,2.9999999999999996
8449,3,2,1,1,2,1,1,1.9873417721518987
8450,3,3,2,3,4,4,3,4.55072463768116
8451,1,1,1,2,2,2,1,2.6981132075471694
8452,6,6,5,6,5,8,6,6.0
8453,9,8,10,9,10,10,9,12.223684210526315
8454,5,5,8,6,5,8,7,4.557971014492754
8455,9,6,6,9,6,5,5,3.8197674418604652
8456,6,6,5,6,8,6,6,6.822222222222222
8457,1,1,1,1,2,3,1,1.810126582278481
8458,10,10,7,7,9,7,6,4.9079754601226995
8459,10,10,10,9,10,9,10,19.816326530612248
8460,3,5,8,4,4,10,10,2.110738255033557
8461,9,10,9,3,9,9,10,3.4549180327868854
8462,10,9,8,9,8,8,8,10.848101265822784
8463,2,1,1,1,2,1,1,2.63265306122449
8464,1,1,1,1,2,2,2,2.6981132075471694
8465,3,5,7,7,8,4,6,3.172222222222222
8466,4,3,7,3,2,2,3,1.9941860465116281
8467,1,3,1,1,2,1,2,1.9873417721518987
8468,4,3,4,5,5,5,5,5.6075949367088604
8469,4,3,3,3,3,4,3,6.714285714285714
8470,3,2,5,3,4,3,2,2.9345794392523366
8471,1,2,1,2,2,4,2,2.0
8472,4,4,2,5,3,3,5,3.342342342342342
8473,4,4,2,4,2,2,1,2.168
8474,4,5,5,6,7,6,6,5.683673469387755
8475,1,1,1,1,1,1,1,0.0
8476,6,5,4,9,4,6,3,2.6717171717171717
8477,2,4,4,1,2,4,2,2.168
8478,1,1,1,1,1,3,10,0.7648809523809523
8479,7,5,6,2,7,6,3,2.635897435897436
8480,5,7,5,4,5,4,6,4.803738317757008
8481,2,2,2,1,1,3,3,2.4390243902439024
8482,4,4,5,4,5,4,3,6.0
8483,6,5,6,6,6,5,6,11.653061224489797
8484,4,5,7,2,1,1,2,1.3832599118942732
8485,9,7,5,7,7,6,4,3.969135802469135
8486,7,4,2,3,5,7,3,2.2261306532663316
8487,6,10,4,1,1,3,1,1.1074626865671642
8488,2,5,7,9,5,2,7,2.011406844106464
8489,5,4,5,6,5,5,6,7.449275362318841
8490,7,7,10,9,9,7,9,6.632
8491,9,7,6,3,4,7,6,3.0
8492,2,2,2,4,4,7,5,1.962962962962963
8493,2,2,2,1,2,2,2,4.894736842105264
8494,3,4,5,6,7,3,4,3.0264900662251657
8495,3,2,4,4,2,3,3,3.658536585365854
8496,9,9,9,10,8,9,9,15.517241379310345
8497,1,2,2,2,1,2,2,3.489795918367347
8498,4,4,3,5,6,5,4,4.520408163265306
8499,2,2,3,3,3,4,5,2.9345794392523366
8500,6,9,7,8,6,7,7,6.672897196261681
8501,6,7,5,8,9,9,9,4.672839506172839
8502,4,4,5,4,4,5,5,8.358490566037736
8503,9,7,7,7,7,5,4,4.055555555555555
8504,3,5,3,2,5,4,6,2.8368794326241136
8505,7,9,8,10,10,9,5,4.605555555555555
8506,4,4,3,4,6,5,4,4.515789473684211
8507,2,4,10,2,2,4,2,1.266211604095563
8508,4,5,4,5,4,4,4,8.755102040816327
8509,4,4,4,4,4,4,3,10.157894736842104
8510,9,6,2,6,4,5,3,2.1645021645021645
8511,3,2,1,2,2,3,2,3.1014492753623193
8512,9,7,9,9,7,8,8,9.044444444444444
8513,2,4,2,4,3,3,4,3.488888888888889
8514,10,9,8,7,7,7,6,5.586956521739131
8515,7,7,6,5,8,8,7,6.411214953271028
8516,5,6,8,7,8,7,4,4.258278145695364
8517,2,3,2,1,1,1,1,1.9873417721518987
8518,9,9,7,9,9,7,5,5.006369426751593
8519,8,4,3,3,9,7,7,2.362903225806452
8520,3,1,3,3,3,6,2,1.9607843137254901
8521,7,7,9,7,6,7,7,7.933333333333333
8522,7,8,9,8,7,6,5,5.288888888888888
8523,9,6,4,6,5,7,6,3.9108280254777066
8524,3,4,7,4,5,7,8,2.857894736842105
8525,10,10,10,10,9,5,5,3.5569620253164556
8526,2,3,1,1,1,1,1,1.810126582278481
8527,9,8,9,8,9,9,10,12.840579710144928
8528,6,10,10,8,10,9,5,4.024271844660194
8529,8,7,9,5,5,8,8,4.547770700636942
8530,10,9,10,10,10,9,10,19.816326530612248
8531,3,8,4,6,5,4,3,2.6166666666666667
8532,7,6,7,7,7,7,6,13.693877551020408
8533,3,2,2,3,3,3,5,3.0
8534,8,9,8,7,5,7,7,5.832
8535,1,3,7,1,4,2,1,1.2262443438914028
8536,3,1,1,1,2,2,9,0.9442508710801393
8537,5,4,4,3,3,2,3,3.5000000000000004
8538,9,10,10,10,10,10,10,25.94736842105263
8539,1,3,2,3,2,1,1,2.066666666666667
8540,7,9,8,8,9,7,8,9.75609756097561
8541,1,1,1,5,6,6,2,1.3029045643153527
8542,5,3,4,6,4,5,4,4.520408163265306
8543,3,4,3,3,5,3,2,3.463157894736842
8544,2,2,2,2,2,2,2,0.0
8545,7,8,7,5,9,6,6,5.0814814814814815
8546,1,1,3,1,2,1,1,1.810126582278481
8547,2,3,3,4,3,3,3,5.172413793103448
8548,1,2,1,2,1,2,1,2.6981132075471694
8549,7,8,8,6,7,5,4,4.258278145695364
8550,2,1,2,1,1,1,3,1.9873417721518987
8551,4,3,3,3,7,10,9,1.8262295081967215
8552,8,7,8,9,3,9,10,3.3668122270742358
8553,1,1,1,1,2,2,2,2.6981132075471694
8554,3,2,3,2,2,2,3,4.584905660377358
8555,10,9,9,9,10,9,9,18.959183673469386
8556,2,2,2,1,2,1,3,2.695652173913044
8557,8,7,7,6,9,7,6,6.672897196261681
8558,6,4,6,4,4,5,4,4.957894736842105
8559,3,4,3,4,5,5,6,3.8648648648648645
8560,7,6,4,2,4,5,4,2.8209876543209877
8561,5,5,4,5,4,4,4,8.358490566037736
8562,10,9,10,10,10,9,9,18.056603773584904
8563,9,8,10,9,9,8,8,11.460526315789474
8564,3,10,10,4,7,7,9,2.5591397849462365
8565,2,5,3,2,1,4,2,1.963768115942029
8566,4,4,1,1,1,2,3,1.6594202898550727
8567,3,3,6,3,5,5,5,3.432
8568,9,9,10,10,9,8,9,13.246376811594205
8569,3,7,5,9,3,4,3,2.076923076923077
8570,9,8,8,9,10,10,10,10.155555555555557
8571,5,4,4,5,7,6,5,4.803738317757008
8572,1,1,2,3,5,3,1,1.5266666666666666
8573,8,8,9,3,10,6,9,3.1940928270042193
8574,10,10,7,5,3,4,4,2.1099656357388312
8575,7,8,6,5,8,6,6,5.814159292035399
8576,8,9,9,7,7,7,8,8.733333333333334
8577,4,3,3,4,3,3,4,6.471698113207547
8578,5,7,4,4,6,5,4,4.347826086956522
8579,9,7,8,8,8,8,9,11.797101449275363
8580,2,2,3,1,2,2,7,1.3686868686868687
8581,6,6,7,5,5,5,7,6.511111111111111
8582,3,3,4,6,8,4,4,2.5248618784530388
8583,2,2,1,2,1,3,2,2.695652173913044
8584,1,1,2,4,3,4,4,1.963768115942029
8585,7,5,6,3,5,6,8,3.5687499999999996
8586,4,6,6,5,9,7,5,3.6809815950920246
8587,3,3,2,2,2,3,2,4.584905660377358
8588,3,3,2,2,2,3,3,4.849056603773584
8589,4,1,2,3,2,1,2,2.0
8590,5,6,5,6,7,8,9,4.3509933774834435
8591,7,6,5,4,4,5,7,4.275590551181102
8592,10,10,10,10,10,9,10,25.94736842105263
8593,9,9,9,10,6,6,6,4.440677966101695
8594,4,2,4,10,9,5,9,1.961661341853035
8595,6,6,5,6,10,8,9,3.8387096774193545
8596,5,6,6,7,7,7,6,8.276315789473685
8597,4,3,2,3,2,3,3,4.144927536231884
8598,6,4,4,3,2,4,3,2.968
8599,7,5,3,2,3,3,1,1.7236180904522613
8600,2,2,2,2,1,3,2,3.4482758620689657
8601,8,8,9,9,9,9,10,12.840579710144928
8602,5,5,6,3,6,4,4,4.243243243243243
8603,6,9,8,4,6,6,7,4.055555555555555
8604,6,6,4,4,5,5,5,6.097560975609756
8605,6,7,6,5,5,3,5,4.232
8606,7,8,7,9,7,7,6,7.673684210526316
8607,9,8,8,5,6,7,8,5.282608695652175
8608,2,5,2,3,1,2,2,1.9133858267716537
8609,9,8,10,9,10,10,8,10.155555555555557
8610,7,8,7,7,7,8,6,10.347826086956522
8611,2,2,2,3,3,1,4,2.479591836734694
8612,4,4,2,3,3,3,2,3.658536585365854
8613,3,2,1,4,4,2,1,1.9133858267716537
8614,5,5,5,7,9,7,9,3.727777777777778
8615,4,6,8,7,5,7,8,4.258278145695364
8616,7,8,8,7,9,9,9,9.044444444444444
8617,1,1,1,1,1,1,1,0.0
8618,5,5,4,5,5,4,4,8.622641509433963
8619,4,3,3,1,1,2,3,2.1504424778761067
8620,9,9,8,6,8,9,9,7.468468468468467
8621,4,3,4,3,3,3,3,6.714285714285714
8622,5,2,4,2,1,2,3,1.963768115942029
8623,2,1,2,2,2,2,2,4.894736842105264
8624,7,10,9,10,10,6,10,5.273809523809524
8625,7,4,6,7,10,6,7,3.727777777777778
8626,5,6,2,4,6,5,8,2.7634408602150535
8627,2,2,2,2,4,2,3,3.0759493670886076
8628,1,2,1,2,2,2,3,2.695652173913044
8629,2,2,2,2,2,1,1,3.489795918367347
8630,3,2,2,4,7,9,9,1.6421725239616614
8631,2,2,2,3,2,2,5,2.274336283185841
8632,1,3,6,2,6,3,4,1.8789473684210527
8633,4,6,3,3,2,3,3,2.7007874015748032
8634,8,8,5,7,4,6,8,4.055555555555555
8635,10,3,7,4,7,8,5,2.5884773662551437
8636,5,4,7,3,3,3,4,2.835616438356164
8637,6,4,5,5,6,4,3,4.243243243243243
8638,6,9,5,9,5,5,3,2.6785714285714284
8639,4,5,7,3,5,3,5,3.2642857142857147
8640,10,10,10,10,10,10,10,0.0
8641,3,4,6,5,6,2,3,2.6369426751592355
8642,8,3,7,6,9,10,9,3.135021097046413
8643,3,2,2,2,1,3,2,3.1014492753623193
8644,3,3,4,3,5,3,2,3.463157894736842
8645,8,3,2,1,1,1,2,1.0239043824701195
8646,4,2,5,2,4,3,5,2.811023622047244
8647,2,3,3,2,1,2,6,1.6937499999999999
8648,3,2,2,2,2,3,2,4.673469387755103
8649,2,1,1,2,2,3,2,2.695652173913044
8650,8,7,6,8,7,8,7,9.592105263157894
8651,5,4,7,4,7,9,8,3.176767676767677
8652,1,1,1,2,2,1,1,2.63265306122449
8653,4,5,4,4,5,5,5,8.622641509433963
8654,4,5,6,6,6,6,5,6.873417721518987
8655,3,9,10,3,3,3,6,1.7119741100323624
8656,2,2,2,2,2,2,2,0.0
8657,6,6,6,5,10,4,5,3.141361256544503
8658,6,8,8,9,8,9,10,6.632
8659,5,3,4,2,2,2,2,2.3636363636363638
8660,6,9,10,7,7,9,9,5.575342465753425
8661,10,10,7,7,8,8,8,6.632
8662,5,6,4,6,5,4,4,5.4
8663,1,1,1,3,2,2,1,1.9873417721518987
8664,4,5,3,3,4,3,3,4.518987341772151
8665,4,5,5,7,7,6,6,5.144144144144144
8666,9,7,9,6,9,9,8,6.7272727272727275
8667,8,9,8,9,7,9,7,9.044444444444444
8668,7,9,7,7,7,6,6,7.0
8669,4,2,3,4,3,3,3,4.55072463768116
8670,8,7,8,8,7,9,7,10.144736842105264
8671,2,2,3,4,2,3,1,2.479591836734694
8672,8,9,9,9,10,9,8,12.840579710144928
8673,8,7,6,3,6,5,4,3.2383720930232562
8674,6,9,9,5,9,5,6,3.6649214659685865
8675,10,10,10,10,10,10,10,0.0
8676,2,1,1,1,3,1,1,1.810126582278481
8677,2,2,3,2,6,2,3,1.9589041095890412
8678,8,5,6,5,5,6,5,5.144144144144144
8679,6,4,6,7,5,5,6,5.683673469387755
8680,7,8,9,10,6,7,7,5.586956521739131
8681,4,4,4,2,3,3,4,4.341772151898734
8682,4,4,5,6,4,5,5,6.197368421052632
8683,7,4,4,4,5,3,8,2.73224043715847
8684,3,7,5,6,3,4,4,3.0264900662251657
8685,3,9,3,2,3,9,10,1.5690140845070424
8686,2,3,3,1,1,3,5,1.8357142857142856
8687,7,7,8,5,5,5,5,4.651162790697675
8688,4,4,6,4,4,7,4,3.768
8689,6,4,3,5,6,6,5,4.347826086956522
8690,9,8,6,9,10,7,7,5.673758865248227
8691,2,1,1,1,2,2,2,2.9622641509433962
8692,2,3,2,2,3,1,3,3.013157894736842
8693,2,3,2,1,3,2,1,2.4390243902439024
8694,3,3,5,3,6,5,10,1.9841269841269842
8695,4,5,4,3,2,2,3,2.963963963963964
8696,3,3,4,4,4,5,9,2.2077294685990343
8697,10,10,10,10,10,10,10,0.0
8698,4,5,5,5,6,5,9,3.4382716049382718
