고객번호,분류코드,구매횟수,총구매액
10515,1,997,8363622
10515,2,44,3863570
10515,3,1,110721
10515,4,12,195998
10516,1,2441,12934637
10516,2,51,960845
10516,4,27,325138
10517,1,2335,15181906
10517,2,121,3641248
10517,4,30,150805
10518,1,2094,13669619
10518,2,35,921642
10518,4,38,1233720
10519,1,949,5970515
10519,2,89,5076766
10519,3,3,108342
10519,4,21,164983
10520,1,2961,11652628
10520,2,29,1364948
10520,4,7,106686
10521,1,1004,15669815
10521,2,258,37541213
10521,3,12,7387058
10521,4,50,529298
10522,1,2927,17220968
10522,2,169,9680714
10522,4,52,822444
10523,1,457,4495654
10523,2,89,8162891
10523,3,12,8585175
10523,4,121,1718111
10524,1,815,4782350
10524,2,1,10723
10524,4,12,54284
10525,1,1275,9001690
10525,2,65,1414639
10525,4,27,277710
10526,1,1969,13608989
10526,2,163,3007186
10526,3,1,32661
10526,4,43,390809
10527,1,1005,6944617
10527,2,92,2015906
10527,4,47,594160
10528,1,205,8157987
10528,2,314,115545107
10528,3,28,55542845
10528,4,34,1377012
10529,1,1494,12238836
10529,2,89,5184539
10529,4,83,2349070
10530,1,652,4733928
10530,2,90,11733675
10530,3,8,9002670
10530,4,111,1023755
10531,1,545,4415969
10531,2,192,26486091
10531,3,7,941728
10531,4,193,2271022
10532,1,1590,11651557
10532,2,25,664228
10532,4,63,2762151
10533,1,109,1317895
10533,2,48,2277505
10533,3,1,84715
10534,1,2249,12667215
10534,2,121,1803650
10534,3,1,76014
10534,4,91,4791297
10535,1,1324,7941483
10535,2,94,3086701
10535,4,32,231678
10536,1,582,4848913
10536,2,124,9726683
10536,3,1,166231
10536,4,27,1018192
10537,1,1783,5960293
10537,2,27,2171260
10538,1,1338,10831248
10538,2,46,1339092
10538,3,2,1606923
10538,4,40,251097
10539,1,1374,4574421
10539,2,50,6644127
10539,3,1,867241
10539,4,9,194357
10540,1,1423,6340023
10540,2,116,4509077
10540,4,16,157154
10541,1,1885,8070654
10541,2,15,729211
10541,4,2,127228
10542,1,2397,11187082
10542,2,210,5097406
10542,3,1,10723
10542,4,43,524653
10543,1,1958,25863631
10543,2,252,13840584
10543,3,6,190459
10543,4,114,2209384
10544,1,2487,8923860
10544,2,26,820620
10544,4,2,111209
10545,1,248,5948870
10545,2,501,67260049
10545,3,9,4536546
10545,4,36,612719
10546,1,1686,9059251
10546,2,96,3776427
10546,3,1,28318
10546,4,28,206075
10547,1,1762,10748460
10547,2,46,1223020
10547,4,101,1104159
10548,1,2020,13220892
10548,2,223,8212776
10548,4,85,1367188
10549,1,2577,12005013
10549,2,99,1857140
10549,4,45,768692
10550,1,3267,14210395
10550,2,45,1838879
10550,4,2,14943
10551,1,2533,8920466
10551,2,18,458906
10552,1,1320,8702052
10552,2,6,152744
10552,4,2,8966
10553,1,2679,8021502
10553,2,32,1906071
10553,4,31,688721
10554,1,1660,9407423
10554,2,20,570406
10554,4,20,123392
10555,1,1655,5235708
10555,2,21,1129011
10555,4,6,268255
10556,1,2354,6507135
10556,2,46,475399
10556,4,12,60255
10557,1,858,9565598
10557,2,254,38515154
10557,3,11,4282631
10557,4,103,2228854
10558,1,990,6252674
10558,2,145,3097137
10558,4,100,892392
10559,1,401,4451574
10559,2,58,14700158
10559,3,6,4604654
10559,4,80,981225
10560,1,2269,11301761
10560,2,43,626078
10560,4,7,195765
10561,1,3360,13238260
10561,2,17,243709
10562,1,3331,16478272
10562,2,34,301195
10562,4,27,109384
10563,1,2204,9999907
10563,2,3,244268
10563,4,14,52889
10564,1,2333,16012490
10564,2,112,2636297
10564,3,1,22596
10564,4,26,166293
10565,1,1098,6583107
10565,2,85,2468739
10565,4,14,688155
10566,1,2118,21197069
10566,2,263,50732067
10566,3,8,2019289
10566,4,98,1746019
10567,1,960,6514080
10567,2,86,1405136
10567,4,16,679719
10568,1,2256,9585110
10568,2,11,374449
10568,3,3,73670
10568,4,5,110163
10569,1,1743,10027329
10569,2,150,27829966
10569,4,121,2518043
10570,1,919,18330289
10570,2,415,141180719
10570,3,14,7184709
10570,4,24,870748
10571,1,2213,13860420
10571,2,218,15572780
10571,3,2,156986
10571,4,41,1029073
10572,1,2080,6797887
10572,2,66,1205967
10572,4,16,121874
10573,1,2147,12511360
10573,2,18,521386
10574,1,2002,7560526
10574,2,23,688573
10574,4,22,587267
10575,1,1041,9358491
10575,2,41,2112704
10575,4,18,136513
10576,1,1047,8263489
10576,2,103,6646517
10576,3,2,1936458
10576,4,81,1128422
10577,1,509,15099998
10577,2,302,54965608
10577,3,21,4689629
10577,4,42,3131809
10578,1,1455,19844030
10578,2,20,1418143
10578,4,34,468039
10579,1,2283,17592189
10579,2,18,579796
10579,4,1,23135
10580,1,1940,20432889
10580,2,144,6535191
10580,3,2,1043099
10580,4,106,2046030
10581,1,2962,15460440
10581,2,88,1536104
10581,3,1,63268
10581,4,15,225368
10582,1,1566,8944821
10582,2,15,551815
10583,1,912,6699482
10583,2,152,5941714
10583,3,3,93718
10583,4,17,416076
10584,1,507,5126151
10584,2,382,56497402
10584,3,1,11809
10584,4,47,7691539
10585,1,3341,21087010
10585,2,185,20025428
10585,3,2,2690586
10585,4,51,1041430
10586,1,3202,8956389
10586,2,33,2441293
10586,3,1,675737
10586,4,4,52997
10587,1,2730,14301918
10587,2,55,2795467
10587,4,6,143566
10588,1,2372,15546851
10588,2,185,8304838
10588,3,3,260021
10588,4,24,222469
10589,1,2020,14118967
10589,2,52,2498562
10589,3,1,66448
10589,4,18,203208
10590,1,2324,11921236
10590,2,21,356645
10590,4,1,55073
10591,1,1274,9496120
10591,2,29,1162767
10591,4,3,69311
10592,1,1262,9362439
10592,2,200,13880285
10592,4,22,425719
10593,1,465,6635098
10593,2,277,35238350
10593,3,25,3274512
10593,4,45,2497772
10594,1,1180,8543890
10594,2,250,7239899
10594,3,3,100783
10594,4,123,1304243
10595,1,1878,9683414
10595,2,59,3274503
10595,4,8,763268
10596,1,1854,8076765
10596,2,20,2257688
10596,3,1,225962
10596,4,1,177381
10597,1,3170,17585190
10597,2,30,866183
10598,1,1354,7505899
10598,2,66,1601424
10598,3,1,8262
10598,4,11,409664
10599,1,837,14798481
10599,2,18,276404
10599,4,40,623687
10600,1,2157,15226357
10600,2,398,54285569
10600,3,5,4627671
10600,4,102,1348452
10601,1,1395,7319950
10601,2,18,680016
10601,4,10,233178
10602,1,2045,8317723
10602,2,187,2187282
10602,4,42,401824
10603,1,3020,16393480
10603,2,61,1525806
10603,4,3,47899
10604,1,3221,11272741
10604,2,17,844434
10604,4,1,3718
10605,1,542,7542284
10605,2,223,46662203
10605,3,4,1215920
10605,4,47,1156396
10606,1,138,3467189
10606,2,296,46105073
10606,3,1,76133
10606,4,169,4425420
10607,1,456,5019839
10607,2,155,25479228
10607,3,2,230265
10607,4,54,1678758
10608,1,615,10566112
10608,2,186,17500435
10608,3,3,6411430
10608,4,73,1156274
10609,1,2684,12579477
10609,2,47,2220379
10609,4,3,1455586
10610,1,448,8771363
10610,2,236,17406419
10610,4,12,367376
10611,1,1098,4654023
10611,2,97,2831540
10611,4,68,714025
10612,1,1818,14766958
10612,2,49,1901252
10612,4,11,298098
10613,2,1,62965
10614,1,3044,13512075
10614,2,51,849295
10614,4,20,181411
10615,1,2034,11726383
10615,2,226,7691901
10615,3,1,1171611
10615,4,91,1000052
10616,1,1113,3675596
10616,2,99,2437788
10616,4,23,275414
10617,1,927,17577866
10617,2,287,24558949
10617,3,2,308474
10617,4,41,1099352
10618,1,3832,17210079
10618,2,51,1707220
10618,4,34,200281
10619,1,2417,11120234
10619,2,73,2523349
10619,3,5,186268
10619,4,12,153406
10620,1,1559,13690289
10620,2,46,1347037
10620,4,13,151335
10621,1,485,6456322
10621,2,190,19961344
10621,4,23,804695
10622,1,404,4253154
10622,2,175,22063738
10622,3,1,141334
10622,4,61,815474
10623,1,476,4081436
10623,2,481,24832765
10623,3,2,356042
10623,4,37,676700
10624,1,357,6129295
10624,2,330,41986352
10624,3,3,5672080
10624,4,70,2864836
10625,1,965,8009232
10625,2,74,4650045
10625,4,110,1020188
10626,1,656,9909173
10626,2,167,22106262
10626,3,1,29745
10626,4,36,418424
10627,1,1757,8136782
10627,2,82,1263932
10627,4,43,679203
10628,1,2854,16872066
10628,2,40,2597977
10628,4,10,67858
10629,1,2132,10005363
10629,2,95,4046430
10629,3,1,44342
10629,4,35,659706
10630,1,1732,9373420
10630,2,54,930389
10630,3,1,1404766
10630,4,37,335645
10631,1,1162,14731029
10631,2,206,23998527
10631,3,7,12140166
10631,4,40,1042939
10632,1,595,5499695
10632,2,245,24226840
10632,3,14,1366967
10632,4,47,407461
10633,1,562,10011859
10633,2,176,44654103
10633,3,5,8832274
10633,4,83,3048439
10634,1,1111,12276211
10634,2,195,20076378
10634,3,1,1057584
10634,4,32,1329265
10635,1,1460,5542696
10635,2,89,2382787
10635,3,1,165248
10635,4,122,1817932
10636,1,2041,10142253
10636,2,78,4810155
10636,4,36,539721
10637,1,486,8983757
10637,2,303,22861587
10637,3,7,1371836
10637,4,79,1876558
10638,1,1083,5024621
10638,2,12,1051079
10638,3,2,603336
10638,4,370,4815499
10639,1,321,12828293
10639,2,298,49917772
10639,3,11,1899737
10639,4,57,1195014
10640,1,479,6180364
10640,2,27,566659
10640,4,2,70949
10641,1,1122,8901881
10641,2,214,9207425
10641,4,199,6231274
10642,1,1491,11846582
10642,2,300,6035527
10642,4,168,2383407
10643,1,512,6556583
10643,2,326,42759588
10643,3,3,3967669
10643,4,47,1637996
10644,1,150,3282596
10644,2,540,42745845
10644,4,10,976242
10645,1,838,6775807
10645,2,145,11428827
10645,3,3,2472448
10645,4,19,198144
10646,1,2498,7990506
10646,2,75,1253298
10646,4,17,187927
10647,1,1641,7089852
10647,2,43,626923
10647,4,21,398901
10648,1,1782,5765099
10648,2,12,622593
10648,4,11,80025
10649,1,2148,13791044
10649,2,71,7300833
10649,4,5,91057
10650,1,2069,9144320
10650,2,77,2523804
10650,3,2,14517
10650,4,49,413203
10651,1,652,7632014
10651,2,131,18274137
10651,3,2,593878
10651,4,21,1147653
10652,1,1592,10655985
10652,2,50,3423165
10652,4,7,238689
10653,1,1075,6841071
10653,2,43,960054
10653,3,5,1171743
10653,4,53,615319
10654,1,895,4579350
10654,2,59,3916584
10654,4,19,325016
10655,1,1176,10862039
10655,2,103,2374086
10655,3,1,166014
10655,4,141,2463290
10656,1,2916,21824209
10656,2,128,6733883
10656,4,38,780725
10657,1,2093,15134237
10657,2,90,3278894
10657,4,44,1395445
10658,1,2139,15369616
10658,2,124,2669978
10658,4,62,536573
10659,1,1966,7114009
10659,2,11,189545
10660,1,71,858191
10660,2,87,4378707
10660,4,102,1343037
10661,1,1700,9266318
10661,2,19,343715
10662,1,1332,7331320
10662,2,129,2889655
10662,4,33,343917
10663,1,2286,13228378
10663,2,77,1808286
10663,3,1,31098
10663,4,54,1163520
10664,1,2529,18310594
10664,2,73,3407284
10664,4,27,403371
10665,1,1431,2318997
10665,2,12,1084475
10665,4,3,76099
10666,1,550,8897998
10666,2,156,15473882
10666,3,6,7213739
10666,4,83,1849826
10667,1,1123,8572247
10667,2,75,4476006
10667,4,7,152028
10668,1,1081,6466533
10668,2,69,1519512
10668,3,1,207055
10668,4,74,518572
10669,1,813,4923032
10669,2,140,4186294
10669,3,1,5362
10669,4,26,639953
10670,1,2365,13756551
10670,2,19,328772
10670,4,24,140675
10671,1,1919,10578696
10671,2,172,5721486
10671,3,2,207027
10671,4,163,3953044
10672,1,1875,6598011
10672,2,74,9801879
10672,3,1,307452
10672,4,7,129239
10673,1,911,36608474
10673,2,76,16913384
10673,3,2,3643770
10673,4,10,313201
10674,1,1648,10999781
10674,2,47,1204832
10674,3,1,88972
10674,4,19,177606
10675,1,1713,15206816
10675,2,65,1844613
10675,4,36,195500
10676,1,3206,9694598
10676,2,24,366842
10676,4,7,142468
10677,1,1577,10851949
10677,2,81,7948228
10677,3,4,2498011
10677,4,99,4241281
10678,1,515,5790918
10678,2,123,5174566
10678,3,2,118612
10678,4,18,495995
10679,1,3164,24779919
10679,2,36,1318459
10679,4,1,11706
10680,1,2221,7246002
10680,2,12,104699
10680,4,10,330509
10681,1,1004,26420511
10681,2,10,84998
10681,4,5,159145
10682,1,366,4467709
10682,2,325,30565397
10682,3,3,199146
10682,4,31,588378
10683,1,631,10833193
10683,2,326,42991828
10683,3,1,336179
10683,4,45,691549
10684,1,2884,10907511
10684,2,70,4497624
10684,3,1,1415490
10684,4,5,74301
10685,1,3035,16688387
10685,2,139,5553386
10685,4,28,1001781
10686,1,1000,8712652
10686,2,89,6485655
10686,3,2,144766
10686,4,45,1761521
10687,1,719,9699465
10687,2,339,81535858
10687,3,6,2229331
10687,4,123,3063289
10688,1,1268,6867878
10688,2,67,2863448
10688,4,21,377066
10689,1,408,11258442
10689,2,140,22181399
10689,3,15,12411347
10689,4,117,2014751
10690,1,1323,10161360
10690,2,100,2800150
10690,3,1,82032
10690,4,35,572611
10691,1,1420,10604209
10691,2,6,260150
10692,1,1821,10437847
10692,2,19,806172
10692,3,1,166231
10693,1,3053,24171559
10693,2,28,1675350
10693,4,1,7989
10694,1,1859,6939129
10694,2,71,3429947
10694,4,10,90328
10695,1,24,130820
10695,2,4,169870
10695,3,2,90886
10696,1,327,1919664
10696,2,88,6088891
10696,4,412,2307801
10697,1,392,7623863
10697,2,306,175259498
10697,3,4,1457235
10697,4,107,5309913
10698,1,264,3062839
10698,2,231,38637685
10698,3,5,1822332
10698,4,19,722268
10699,1,439,4736988
10699,2,278,34552470
10699,3,4,403072
10699,4,59,2034663
10700,1,104,7773047
10700,2,620,221095551
10700,3,29,6505782
10700,4,25,1224059
10701,1,1618,12318242
10701,2,32,2900257
10701,4,8,53509
10702,1,585,5525790
10702,2,174,7724167
10702,3,1,459182
10702,4,27,308490
10703,1,174,2636102
10703,2,250,21162184
10703,3,7,1912638
10703,4,77,999341
10704,1,795,6235191
10704,2,54,1644006
10704,3,1,151423
10704,4,4,69801
10705,1,2388,8948645
10705,2,39,1052728
10705,4,4,66173
10706,1,871,15566065
10706,2,80,2522547
10706,4,19,438630
10707,1,1901,12873688
10707,2,31,2238817
10707,3,1,258726
10708,1,1380,7377999
10708,2,51,1011710
10708,4,23,152117
10709,1,1563,8326705
10709,2,45,1604191
10709,4,19,251150
10710,1,2550,9049406
10710,2,21,434207
10710,4,2,106991
10711,1,1241,6509346
10711,2,11,783068
10711,4,2,28334
10712,1,1357,6634693
10712,2,122,1533436
10712,3,1,22525
10712,4,93,3415115
10713,1,3716,15611501
10713,2,65,3604083
10713,4,10,42595
10714,1,2148,13620738
10714,2,72,2146160
10714,3,1,22171
10714,4,19,166931
10715,1,1413,6908575
10715,2,56,1243520
10715,4,6,85143
10716,1,1631,6491301
10716,2,84,458041
10716,4,6,178820
10717,1,2335,15734652
10717,2,39,7812563
10717,3,1,128798
10717,4,18,150644
10718,1,114,358071
10718,4,2,26576
10719,1,2464,11829940
10719,2,21,925268
10719,4,3,51465
10720,1,1830,10606173
10720,2,93,1888719
10720,3,1,19302
10720,4,76,740785
10721,1,1302,10783847
10721,2,205,14434417
10721,3,3,998265
10721,4,26,1018879
10722,1,954,8143129
10722,2,139,10662460
10722,4,38,539769
10723,1,1643,8362894
10723,2,178,13326173
10723,3,8,766789
10723,4,138,2268287
10724,1,1223,9484716
10724,2,118,6131812
10724,4,23,477869
10725,1,1044,5894928
10725,2,37,587098
10725,4,20,120009
10726,1,1795,5232940
10726,2,8,1499836
10727,1,2059,8519594
10727,2,44,719265
10727,4,19,148211
10728,1,1562,13978473
10728,2,64,1272186
10728,4,17,309104
10729,1,856,2833159
10729,2,94,680795
10729,4,41,224693
10730,1,708,9799263
10730,2,35,3490523
10730,4,8,53617
10731,1,1182,7505125
10731,2,34,1019573
10731,4,19,214575
10732,1,1060,11401521
10732,2,43,1362014
10732,4,30,337993
10733,1,508,14701304
10733,2,229,38291719
10733,3,2,799333
10733,4,29,752398
10734,1,3025,11395027
10734,2,44,2040474
10734,4,16,315692
10735,1,2898,16036565
10735,2,51,1911335
10735,3,1,32661
10735,4,11,269369
10736,1,934,7256109
10736,2,23,919678
10736,4,16,92003
10737,1,1224,7764207
10737,2,37,692452
10737,3,1,21447
10737,4,6,82380
10738,1,3715,20829373
10738,2,109,3253760
10738,4,121,964491
10739,1,2447,15085288
10739,2,16,1261434
10739,4,1,7585
10740,1,448,9872395
10740,2,35,3393939
10740,4,9,108222
10741,1,1541,10022890
10741,2,68,3582382
10741,3,4,701807
10741,4,48,1072587
10742,1,94,1409078
10742,2,189,18829466
10742,3,1,99985
10742,4,8,689601
10743,1,2889,17979449
10743,2,60,3257130
10743,4,14,443067
10744,1,2749,12997559
10744,2,128,3900368
10744,3,1,890043
10744,4,32,488260
10745,1,1881,11748686
10745,2,215,4318281
10745,4,144,1398304
10746,1,3398,13726286
10746,2,41,739004
10746,4,3,16772
10747,1,1117,6982919
10747,2,77,1228584
10747,4,36,221937
10748,1,276,2629743
10748,2,279,28149238
10748,3,11,8381440
10748,4,42,1906657
10749,1,2155,14215214
10749,2,76,3027907
10749,3,1,104170
10749,4,16,517354
10750,1,766,11040349
10750,2,295,45189546
10750,3,3,8253418
10750,4,67,1122270
10751,1,1419,7307049
10751,2,7,247942
10751,4,5,70715
10752,1,2395,11595583
10752,2,75,1845044
10752,4,56,277524
10753,1,332,3524407
10753,2,82,7378847
10753,3,1,63620
10753,4,119,2263410
10754,1,1173,6037186
10754,2,52,1324134
10754,4,12,213540
10755,1,1103,10696239
10755,2,112,10579006
10755,4,69,2483957
10756,1,569,6298649
10756,2,50,9613899
10756,3,3,2239506
10756,4,48,803675
10757,1,1232,4818713
10757,2,128,2032886
10757,3,1,39443
10757,4,23,369162
10758,1,2347,21575487
10758,2,132,5589210
10758,4,20,316629
10759,1,2039,10183084
10759,2,89,3347670
10759,4,20,413354
10760,1,1440,7684151
10760,2,155,11305571
10760,4,10,157084
10761,1,1395,6916842
10761,2,112,1311052
10761,3,1,33787
10761,4,17,216084
10762,1,2095,6980351
10762,2,14,360343
10762,4,3,56918
10763,1,688,6232022
10763,2,81,662093
10763,4,11,64578
10764,1,1726,12363326
10764,2,276,21058864
10764,3,4,796389
10764,4,160,2042193
10765,1,1647,8994525
10765,2,49,1654940
10765,4,4,36262
10766,1,217,903974
10766,2,19,581340
10766,4,39,382782
10767,1,381,3115650
10767,2,194,19731636
10767,4,116,1696811
10768,1,1896,10084391
10768,2,53,2738518
10768,4,63,735356
10769,1,1189,7708578
10769,2,217,2177783
10769,4,13,260556
10770,1,1326,8316979
10770,2,138,5554634
10770,4,42,515549
10771,1,979,9001432
10771,2,48,2138165
10771,4,9,193375
10772,1,2723,14286230
10772,2,28,1207374
10772,4,8,85575
10773,1,352,15356325
10773,2,347,64817967
10773,3,42,51109963
10773,4,44,1871102
10774,1,379,5719579
10774,2,311,57074340
10774,3,1,42679
10774,4,62,1721826
10775,1,2011,13113659
10775,2,33,726741
10775,4,1,8780
10776,1,794,11923586
10776,2,342,35045193
10776,3,20,7123658
10776,4,64,1424743
10777,1,855,6189776
10777,2,118,10015283
10777,3,1,11298
10777,4,78,1324259
10778,1,1958,7673695
10778,2,41,2546984
10778,3,2,154687
10778,4,2,569064
10779,1,727,7961347
10779,2,275,13859999
10779,3,4,2112789
10779,4,36,967556
10780,1,1954,11077868
10780,2,124,5042360
10780,3,4,9214623
10780,4,61,2371631
10781,1,372,4744096
10781,2,343,65438568
10781,3,19,38033057
10781,4,67,1962705
10782,1,1550,5643459
10782,2,16,1217490
10782,4,2,53857
10783,1,1220,7743379
10783,2,34,1600490
10783,4,9,73971
10784,1,1338,7834259
10784,2,31,505465
10784,3,1,38432
10784,4,4,38525
10785,1,1733,10133602
10785,2,66,2225177
10785,4,11,244790
10786,1,1587,13675196
10786,2,289,55933717
10786,3,4,309154
10786,4,52,1606007
10787,1,1125,6574706
10787,2,88,3030153
10787,3,1,32223
10787,4,24,229635
10788,1,1829,8609800
10788,2,134,2354406
10788,4,25,288964
10789,1,2009,12859799
10789,2,87,4388236
10789,3,1,52545
10789,4,32,345314
10790,1,3102,18803017
10790,2,45,3227922
10790,4,13,297470
10791,1,599,7462524
10791,2,188,28931243
10791,3,1,7241506
10791,4,53,1327064
10792,1,170,11851180
10792,2,298,48192003
10792,3,1,23961
10792,4,75,1451114
10793,1,1999,11251684
10793,2,60,1317241
10793,4,47,518607
10794,1,1620,22166864
10794,2,229,42489030
10794,3,7,3884750
10794,4,69,1565400
10795,1,1527,10601793
10795,2,64,3656478
10795,4,8,96041
10796,1,1219,4732975
10796,2,10,314948
10796,4,57,522368
10797,1,2649,11477033
10797,2,69,5271463
10797,4,12,131508
10798,1,735,5861865
10798,2,41,1424255
10798,4,1,45309
10799,1,692,7798327
10799,2,144,35637902
10799,3,73,198644469
10799,4,60,1474541
10800,1,2464,11636993
10800,2,119,3733255
10800,3,2,122632
10800,4,12,336003
10801,1,2138,6335215
10801,2,17,578401
10801,3,2,444970
10801,4,4,460745
10802,1,1678,12182997
10802,2,291,24713217
10802,3,6,535793
10802,4,33,712471
10803,1,888,7618369
10803,2,191,34583218
10803,3,6,2340130
10803,4,125,2999844
10804,1,1579,7732574
10804,2,64,5468105
10804,4,129,1997898
10805,1,672,31555787
10805,2,196,16303717
10805,4,20,489889
10806,1,1291,8466818
10806,2,30,853642
10806,3,1,10301
10806,4,42,859170
10807,1,2283,12531460
10807,2,300,6214535
10807,3,1,60681
10807,4,35,746869
10808,1,2397,12811471
10808,2,25,1632773
10808,3,1,10301
10808,4,2,591357
10809,1,1978,11059447
10809,2,89,2425789
10809,3,1,506803
10809,4,79,1796158
10810,1,709,9988591
10810,2,199,17439998
10810,3,1,118029
10810,4,63,1135704
10811,1,1126,5015726
10811,2,119,11828680
10811,3,2,654396
10811,4,11,512684
10812,1,2675,14508923
10812,2,69,2969508
10812,4,9,366932
10813,1,4749,16959091
10813,2,51,1523284
10813,4,29,1394070
10814,1,2411,11015654
10814,2,50,804003
10814,4,90,2896897
10815,1,452,9301532
10815,2,201,81284987
10815,3,122,200282984
10815,4,98,3509989
10816,1,1833,10584902
10816,2,41,2083592
10816,3,1,58979
10816,4,45,445453
10817,1,1302,10936261
10817,2,76,1460806
10817,4,21,150128
10818,1,1018,8204630
10818,2,138,4023493
10818,4,12,214428
10819,1,2189,14868715
10819,2,58,4248370
10819,4,89,824525
10820,1,811,4671716
10820,2,67,1047720
10820,4,10,134788
10821,1,1867,9612883
10821,2,16,1250859
10821,4,1,236107
10822,1,2007,14722624
10822,2,95,3011379
10822,3,2,40783
10822,4,30,314747
10823,1,2914,13932761
10823,2,144,3755640
10823,4,24,1225040
10824,1,1905,8185670
10824,2,17,187225
10824,4,12,209881
10825,1,1285,4690675
10825,2,11,279337
10825,4,2,9003
10826,1,1213,7500587
10826,2,50,717784
10826,4,43,346912
10827,1,1453,7663254
10827,2,33,652691
10827,4,7,52736
10828,1,954,4473877
10828,2,154,3349249
10828,4,88,2215265
10829,1,942,9105411
10829,2,21,1043024
10829,4,45,306803
10830,1,1528,12547397
10830,2,143,6502422
10830,4,65,1014190
10831,1,936,8547680
10831,2,54,2141010
10831,4,8,166842
10832,1,1749,11675001
10832,2,162,9714058
10832,4,76,1000395
10833,1,1749,8029413
10833,2,325,19171481
10833,3,12,1316771
10833,4,77,746822
10834,1,926,6451693
10834,2,44,1173797
10834,4,40,266117
10835,1,3328,9496959
10835,2,15,781118
10835,4,2,24020
10836,1,2492,12572180
10836,2,18,479971
10836,4,4,126176
10837,1,497,5456320
10837,2,288,37442501
10837,3,6,3068565
10837,4,46,830033
10838,1,761,8439812
10838,2,131,49126774
10838,4,51,854215
10839,1,3759,16472631
10839,2,91,2419191
10839,3,1,13303
10839,4,50,820074
10840,1,1237,15731517
10840,2,286,92143031
10840,3,12,17559501
10840,4,56,1630173
10841,1,1941,11980891
10841,2,156,3167950
10841,4,72,1591278
10842,1,1766,7807543
10842,2,68,1430214
10842,4,66,738773
10843,1,1581,15117093
10843,2,92,11529008
10843,4,1,133185
10844,1,394,1044481
10844,2,5,79866
10844,4,3,57765
10845,1,450,5306607
10845,2,393,213399632
10845,3,11,35279294
10845,4,24,599996
10846,1,586,17930165
10846,2,251,30040781
10846,3,5,4693931
10846,4,24,516897
10847,1,988,8327028
10847,2,258,29819552
10847,3,13,2856638
10847,4,132,3418505
10848,1,1257,6430993
10848,2,85,1292165
10848,3,1,19681
10848,4,49,433653
10849,1,1020,6930449
10849,2,61,7273166
10849,4,38,341956
10850,1,636,44836508
10850,2,159,5908067
10850,4,76,1547058
10851,1,1506,9130655
10851,2,128,4847854
10851,3,1,44937
10851,4,34,490541
10852,1,1384,8272237
10852,2,83,4137470
10852,3,4,439530
10852,4,18,398905
10853,1,1151,9621099
10853,2,86,2244981
10853,4,14,444492
10854,1,2336,14210246
10854,2,43,2383883
10854,3,1,55011
10854,4,3,48463
10855,1,975,9110819
10855,2,42,1510553
10855,3,2,35388
10855,4,8,239394
10856,1,1529,16405984
10856,2,217,26838947
10856,3,10,11768914
10856,4,90,1658367
10857,1,571,7325263
10857,2,61,2705074
10857,3,4,182191
10857,4,28,700219
10858,1,1507,4691796
10858,2,8,385240
10859,1,41,3753827
10859,2,232,215208833
10859,3,14,37684474
10859,4,7,2570867
10860,1,2258,9573300
10860,2,42,2433289
10860,4,4,49518
10861,1,1270,7872023
10861,2,484,54584664
10861,3,1,545482
10861,4,39,4508505
10862,1,1002,9001108
10862,2,109,4082706
10862,3,4,152041
10862,4,26,896138
10863,1,2035,9787973
10863,2,61,2766963
10863,3,2,4958
10863,4,49,201104
10864,1,2645,10358579
10864,2,53,3708839
10864,4,5,802704
10865,1,808,9918911
10865,2,80,9365885
10865,3,2,177944
10865,4,63,787718
10866,1,811,10704151
10866,2,109,8034082
10866,3,2,207520
10866,4,11,443906
10867,1,620,3619530
10867,2,139,9617879
10867,4,22,314395
10868,1,184,2761718
10868,2,306,24406663
10868,3,10,1362652
10868,4,182,2048444
10869,1,2353,34366777
10869,2,42,3025237
10869,3,2,2550797
10869,4,5,126318
10870,1,761,16993683
10870,2,248,30191575
10870,3,5,4764091
10870,4,59,759628
10871,1,2180,10624509
10871,2,117,1424262
10871,3,1,40173
10871,4,46,317777
10872,1,1248,10739397
10872,2,346,52951804
10872,3,24,7881485
10872,4,178,4516048
10873,1,1877,7633150
10873,2,55,2042044
10873,3,3,26033
10873,4,38,435258
10874,1,2085,14107515
10874,2,29,1983269
10874,3,7,4441597
10875,1,1357,8564938
10875,2,16,1358272
10875,4,2,227873
10876,1,1560,12853605
10876,2,182,6681194
10876,3,1,43923
10876,4,22,263554
10877,1,1787,8937570
10877,2,34,1568417
10877,4,6,43199
10878,1,1907,6200705
10878,2,12,1175462
10879,1,1841,6952092
10879,2,46,644772
10879,4,29,342604
10880,1,1300,7032272
10880,2,96,4057642
10880,4,26,787036
10881,1,455,5590415
10881,2,79,6776697
10881,3,1,60681
10881,4,43,901532
10882,1,1931,8324000
10882,2,19,790768
10882,4,3,29267
10883,1,85,1295173
10883,2,432,124015678
10883,4,95,2114631
10884,1,1103,9060782
10884,2,98,4296167
10884,4,15,442359
10885,1,2666,11964546
10885,2,51,1857583
10885,3,2,115778
10885,4,11,306717
10886,1,487,5526543
10886,2,238,16080479
10886,3,3,291901
10886,4,81,826969
10887,1,4155,20159277
10887,2,122,3039053
10887,4,26,504051
10888,1,541,8987829
10888,2,272,39265561
10888,3,1,1077059
10888,4,83,2977868
10889,1,895,5429344
10889,2,53,2358908
10889,4,9,130671
10890,1,859,30761208
10890,2,304,151892865
10890,3,19,17574380
10890,4,112,3180562
10891,1,1047,5489810
10891,2,34,1354750
10891,4,7,317484
