고객번호,분기,구매횟수,총구매액
08676,15_4,72,6821071
08677,14_1,79,468021
08677,14_2,28,288066
08677,14_3,31,240052
08677,14_4,27,346850
08677,15_1,46,1477842
08677,15_2,49,821109
08677,15_3,11,115833
08678,14_1,424,14197412
08678,14_2,308,10447701
08678,14_3,367,7272652
08678,14_4,379,3639086
08678,15_1,238,4029173
08678,15_2,149,2919187
08678,15_3,197,3737652
08678,15_4,171,2332474
08679,14_1,103,1428515
08679,14_2,112,2631050
08679,14_3,122,2030349
08679,14_4,115,3844171
08679,15_1,116,2158690
08679,15_2,68,2066495
08679,15_3,79,1368877
08679,15_4,109,1937351
08680,14_1,132,2559507
08680,14_2,190,1712879
08680,14_3,122,1928540
08680,14_4,150,1989580
08680,15_1,100,1077563
08680,15_2,155,1784025
08680,15_3,114,2554594
08680,15_4,70,1088552
08681,14_1,129,4720607
08681,14_2,159,4781351
08681,14_3,132,5945479
08681,14_4,172,8031758
08681,15_1,160,7367623
08681,15_2,142,4273715
08681,15_3,158,6033833
08681,15_4,168,6752528
08682,14_1,105,3469708
08682,14_2,107,5651543
08682,14_3,112,5853052
08682,14_4,117,7495900
08682,15_1,180,5792693
08682,15_2,232,4699120
08682,15_3,191,4992617
08682,15_4,152,9545871
08683,14_1,77,2551900
08683,14_2,120,12189519
08683,14_3,90,6348742
08683,14_4,179,5880432
08683,15_1,130,6593708
08683,15_2,143,11221980
08683,15_3,178,8448083
08683,15_4,145,6612417
08684,14_1,249,2028750
08684,14_2,233,1931545
08684,14_3,256,2584028
08684,14_4,240,1775680
08684,15_1,210,1459848
08684,15_2,133,1288271
08684,15_3,120,1274885
08684,15_4,121,880182
08685,14_1,65,9191475
08685,14_2,40,3116155
08685,14_3,92,17522149
08685,14_4,88,10728500
08685,15_1,53,10422378
08685,15_2,4,1344812
08685,15_4,21,957139
08686,14_1,138,1523840
08686,14_2,238,2045067
08686,14_3,252,2436070
08686,14_4,265,3078502
08686,15_1,264,2904273
08686,15_2,234,2676409
08686,15_3,245,1883669
08686,15_4,242,1953906
08687,14_1,139,585995
08687,14_2,178,579724
08687,14_3,199,893199
08687,14_4,184,670491
08687,15_1,169,587505
08687,15_2,192,1161791
08687,15_3,183,609938
08687,15_4,165,675407
08688,14_1,165,945983
08688,14_2,148,892835
08688,14_3,93,1240329
08688,14_4,65,675646
08688,15_1,216,1988240
08688,15_2,123,1959101
08688,15_3,161,2153531
08688,15_4,203,1828008
08689,14_1,123,2622575
08689,14_2,135,8350651
08689,14_3,139,3126236
08689,14_4,106,596817
08689,15_1,116,959922
08689,15_2,101,2632421
08689,15_3,101,1027381
08689,15_4,98,2597732
08690,14_1,121,1601119
08690,14_2,200,1786407
08690,14_3,226,2606533
08690,14_4,130,1642330
08690,15_1,61,693672
08690,15_2,109,1307534
08690,15_3,137,1300971
08690,15_4,140,900431
08691,14_1,254,2072866
08691,14_2,181,1730550
08691,14_3,188,2009903
08691,14_4,218,1456276
08691,15_1,227,1661735
08691,15_2,200,1766966
08691,15_3,266,2354990
08691,15_4,179,1197286
08692,14_1,280,3344564
08692,14_2,460,5562653
08692,14_3,387,9392597
08692,14_4,398,3835684
08692,15_1,410,7072862
08692,15_2,400,5213601
08692,15_3,413,5243355
08692,15_4,105,732511
08693,14_1,163,1601760
08693,14_2,269,2750128
08693,14_3,259,3782696
08693,14_4,152,3900676
08693,15_1,222,6472341
08693,15_2,206,3281987
08693,15_3,193,4127110
08693,15_4,304,2735640
08694,14_1,92,1399742
08694,14_2,54,2485724
08694,14_3,98,3905206
08694,14_4,134,6940389
08694,15_1,168,3795693
08694,15_2,167,4068749
08694,15_3,132,21961675
08694,15_4,103,2105137
08695,14_1,56,5426457
08695,14_2,85,6156269
08695,14_3,76,7779577
08695,14_4,160,8414280
08695,15_1,164,9964856
08695,15_2,121,5225640
08695,15_3,118,6116816
08695,15_4,151,11216262
08696,14_1,298,1040272
08696,14_2,329,1106622
08696,14_3,349,1249896
08696,14_4,274,846555
08696,15_1,273,1015661
08696,15_2,237,1155281
08696,15_3,189,856205
08696,15_4,238,815245
08697,14_1,269,2056803
08697,14_2,306,2544459
08697,14_3,230,1977943
08697,14_4,227,3883825
08697,15_1,226,1965861
08697,15_2,209,3808096
08697,15_3,288,3046075
08697,15_4,213,2251621
08698,14_1,105,1579963
08698,14_2,80,954122
08698,14_3,198,1528377
08698,14_4,103,3027322
08698,15_1,134,1960848
08698,15_2,162,2285071
08698,15_3,141,1849258
08698,15_4,88,1660920
08699,14_1,336,1710401
08699,14_2,364,1956283
08699,14_3,492,2874915
08699,14_4,510,3138851
08699,15_1,452,2350082
08699,15_2,457,2574808
08699,15_3,424,2924654
08699,15_4,359,2119548
08700,14_1,80,1765367
08700,14_2,68,1547147
08700,14_3,121,2118209
08700,14_4,154,2206635
08700,15_1,106,2182239
08700,15_2,89,5972688
08700,15_3,131,2534890
08700,15_4,112,2097290
08701,14_1,276,1327159
08701,14_2,244,1227200
08701,14_3,350,1843534
08701,14_4,265,1007311
08701,15_1,395,1681851
08701,15_2,361,1602916
08701,15_3,438,2156335
08701,15_4,420,1571886
08702,14_1,236,927343
08702,14_2,206,1178631
08702,14_3,247,1316021
08702,14_4,329,2355760
08702,15_1,247,1912642
08702,15_2,357,1588774
08702,15_3,318,1337371
08702,15_4,235,829696
08703,14_1,69,6244114
08703,14_2,54,2306269
08703,14_3,193,7841981
08703,14_4,153,5155332
08703,15_1,200,14220950
08703,15_2,193,10460821
08703,15_3,246,6164448
08703,15_4,229,5398783
08704,14_1,196,837530
08704,14_2,316,1366673
08704,14_3,185,731013
08704,14_4,151,975367
08704,15_1,95,425770
08704,15_2,215,915289
08704,15_3,374,1516803
08704,15_4,193,731708
08705,14_1,359,1485148
08705,14_2,287,1358922
08705,14_3,328,1730651
08705,14_4,334,1340543
08705,15_1,373,1511197
08705,15_2,353,1530658
08705,15_3,427,2208043
08705,15_4,410,1309832
08706,14_1,92,8059104
08706,14_2,102,8205274
08706,14_3,92,8159824
08706,14_4,83,3893647
08706,15_1,79,3895455
08706,15_2,147,24362744
08706,15_3,82,3789919
08706,15_4,80,6648942
08707,14_1,132,2930241
08707,14_2,135,3594883
08707,14_3,163,6012021
08707,14_4,140,4479053
08707,15_1,102,3923401
08707,15_2,202,4210305
08707,15_3,154,8462536
08707,15_4,101,3270545
08708,14_1,124,3725677
08708,14_2,166,9748189
08708,14_3,165,10418076
08708,14_4,87,3469420
08708,15_1,100,3242136
08708,15_2,101,6251051
08708,15_3,121,10148728
08708,15_4,94,2555707
08709,14_1,207,2197176
08709,14_2,259,2479674
08709,14_3,221,2503408
08709,14_4,129,1500688
08709,15_1,174,1145076
08709,15_2,191,1719383
08709,15_3,116,1186222
08709,15_4,78,447391
08710,14_1,347,2623759
08710,14_2,282,1821245
08710,14_3,289,1357575
08710,14_4,319,1580900
08710,15_1,320,2290674
08710,15_2,301,1772088
08710,15_3,207,1545116
08710,15_4,222,1967923
08711,14_1,375,1396363
08711,14_2,331,1298960
08711,14_3,295,1455966
08711,14_4,289,1484224
08711,15_1,276,1138927
08711,15_2,292,1074402
08711,15_3,266,1057513
08711,15_4,268,1071915
08712,14_1,242,50953004
08712,14_2,205,35873234
08712,14_3,224,22203056
08712,14_4,360,35808340
08712,15_1,136,28602064
08712,15_2,108,24779044
08712,15_3,79,13061544
08712,15_4,139,23246425
08713,14_1,339,2055725
08713,14_2,343,2329552
08713,14_3,452,3175772
08713,14_4,462,2385878
08713,15_1,514,2680816
08713,15_2,596,3039594
08713,15_3,586,3000270
08713,15_4,511,1915351
08714,14_1,65,2849818
08714,14_2,67,5454379
08714,14_3,136,5615388
08714,14_4,141,12592348
08714,15_1,112,9879630
08714,15_2,89,8827024
08714,15_3,110,3973060
08714,15_4,125,9063404
08715,14_1,279,912969
08715,14_2,268,1015339
08715,14_3,279,1265420
08715,14_4,269,1604464
08715,15_1,276,1423003
08715,15_2,254,1077622
08715,15_3,266,1334388
08715,15_4,260,1416725
08716,14_1,276,3275631
08716,14_2,132,4026302
08716,14_3,163,3522561
08716,14_4,209,5390983
08716,15_1,199,5556579
08716,15_2,203,5353891
08716,15_3,269,4614091
08716,15_4,176,2843447
08717,14_1,47,1941157
08717,14_2,110,9212744
08717,14_3,74,3602618
08717,14_4,83,9515380
08717,15_1,118,14059209
08717,15_2,101,8659466
08717,15_3,100,4773859
08717,15_4,110,5197742
08718,14_1,59,6758408
08718,14_2,73,10978731
08718,14_3,74,6520190
08718,14_4,75,6553229
08718,15_1,74,6274914
08718,15_2,95,7216575
08718,15_3,108,7418326
08718,15_4,115,5363778
08719,14_1,36,1301541
08719,14_2,16,645481
08719,14_3,25,954890
08719,14_4,15,333866
08719,15_1,13,502927
08719,15_2,32,2032096
08719,15_3,26,847161
08719,15_4,10,325868
08720,14_1,166,1434147
08720,14_2,164,3139186
08720,14_3,188,2122276
08720,14_4,185,1428838
08720,15_1,161,567984
08720,15_2,254,2206976
08720,15_3,211,1826814
08720,15_4,257,1496144
08721,14_1,55,2052344
08721,14_2,59,1714472
08721,14_3,126,6748484
08721,14_4,81,3296340
08721,15_1,95,1978115
08721,15_2,73,2529149
08721,15_3,76,1426470
08721,15_4,78,1479832
08722,14_1,85,5989217
08722,14_2,85,6393041
08722,14_3,78,8055669
08722,14_4,75,6318658
08722,15_1,43,3306550
08722,15_2,62,6847684
08722,15_3,54,4799403
08722,15_4,90,5842843
08723,14_1,224,15651818
08723,14_2,316,9735272
08723,14_3,260,10931537
08723,14_4,224,9337385
08723,15_1,179,6536004
08723,15_2,191,8926506
08723,15_3,163,5005114
08723,15_4,118,3315480
08724,14_1,166,7348767
08724,14_2,207,7842400
08724,14_3,216,7722387
08724,14_4,179,9265077
08724,15_1,149,9047983
08724,15_2,232,13628245
08724,15_3,237,11738126
08724,15_4,163,5757293
08725,14_1,305,4990731
08725,14_2,362,8152030
08725,14_3,410,6252203
08725,14_4,259,3066067
08725,15_1,116,1691378
08725,15_2,128,974830
08725,15_3,113,996971
08725,15_4,153,858634
08726,14_1,72,8234999
08726,14_2,64,7373437
08726,14_3,90,8342826
08726,14_4,70,4029991
08726,15_1,85,8065158
08726,15_2,91,7303903
08726,15_3,41,2775747
08726,15_4,63,6360514
08727,14_1,176,9253567
08727,14_2,128,3844354
08727,14_3,143,2213431
08727,14_4,126,7352844
08727,15_1,82,1793138
08727,15_2,109,5917952
08727,15_3,71,3441751
08727,15_4,92,1659159
08728,14_1,203,3269146
08728,14_2,148,1722017
08728,14_3,188,4836465
08728,14_4,208,4555780
08728,15_1,228,5747887
08728,15_2,181,5211714
08728,15_3,156,4775245
08728,15_4,235,4180207
08729,14_1,152,1255161
08729,14_2,215,1139222
08729,14_3,314,2683074
08729,14_4,298,1430010
08729,15_1,381,3016015
08729,15_2,286,1997195
08729,15_3,194,1467452
08729,15_4,242,1982198
08730,14_1,39,581095
08730,14_2,106,5664013
08730,14_3,42,1638516
08730,14_4,59,2864905
08730,15_1,69,1583744
08730,15_2,69,1365882
08730,15_3,76,2631488
08730,15_4,70,1351038
08731,14_1,116,2389796
08731,14_2,142,2723130
08731,14_3,153,1854845
08731,14_4,154,4521700
08731,15_1,199,4266718
08731,15_2,190,4419802
08731,15_3,132,3243374
08731,15_4,30,2085740
08732,14_1,209,1555781
08732,14_2,312,2714571
08732,14_3,265,2612985
08732,14_4,365,2571958
08732,15_1,252,1904846
08732,15_2,366,2950747
08732,15_3,473,4206848
08732,15_4,292,2132601
08733,14_1,160,1620828
08733,14_2,147,943475
08733,14_3,196,2482837
08733,14_4,147,869509
08733,15_1,197,2404794
08733,15_2,345,2793242
08733,15_3,327,4038408
08733,15_4,330,2876010
08734,14_1,95,3251788
08734,14_2,87,2638805
08734,14_3,117,1581143
08734,14_4,193,4831069
08734,15_1,72,2470423
08734,15_2,74,4191149
08734,15_3,92,2537423
08734,15_4,130,2489641
08735,14_1,10,371776
08735,14_2,4,94458
08735,14_3,26,673114
08735,14_4,28,417567
08735,15_1,52,840410
08735,15_2,56,682606
08735,15_3,53,510405
08735,15_4,35,334571
08736,14_1,61,3893728
08736,14_2,47,3364790
08736,14_3,30,2010384
08736,14_4,42,2182914
08736,15_1,47,1852585
08736,15_2,84,7325080
08736,15_3,77,4353495
08736,15_4,60,2800383
08737,14_1,86,1029393
08737,14_2,180,4510052
08737,14_3,139,1873104
08737,14_4,126,1764730
08737,15_1,125,903937
08737,15_2,115,890535
08737,15_3,169,1249426
08737,15_4,93,785331
08738,14_1,97,5010050
08738,14_2,102,6472743
08738,14_3,98,8126142
08738,14_4,67,6310325
08738,15_1,117,10089164
08738,15_2,99,4589211
08738,15_3,71,6904773
08738,15_4,107,6941832
08739,14_1,58,3598915
08739,14_2,62,5424497
08739,14_3,87,3712844
08739,14_4,81,5911994
08739,15_1,84,2661573
08739,15_2,94,4521062
08739,15_3,99,7190386
08739,15_4,62,2930127
08740,14_1,43,1051591
08740,14_2,102,4883674
08740,14_3,127,5931549
08740,14_4,134,14343053
08740,15_1,113,14805704
08740,15_2,120,17337842
08740,15_3,44,8909046
08740,15_4,85,6244049
08741,14_1,40,3225538
08741,14_2,90,8326629
08741,14_3,77,2633570
08741,14_4,83,6279979
08741,15_1,46,3117630
08741,15_2,49,4493828
08741,15_3,59,2916449
08741,15_4,66,8532288
08742,14_1,139,7791586
08742,14_2,76,3941296
08742,14_3,95,4176131
08742,14_4,122,7982604
08742,15_1,103,10892349
08742,15_2,61,6530575
08742,15_3,50,2263405
08742,15_4,59,4243588
08743,14_1,190,4904387
08743,14_2,205,6663247
08743,14_3,190,6050401
08743,14_4,170,8326412
08743,15_1,116,9439381
08743,15_2,151,6113088
08743,15_3,168,9035901
08743,15_4,144,3833095
08744,14_1,101,7779126
08744,14_2,88,15324877
08744,14_3,81,21758828
08744,14_4,93,8028821
08744,15_1,90,7447403
08744,15_2,67,4675902
08744,15_3,93,9086271
08744,15_4,83,8265604
08745,14_1,242,1186943
08745,14_2,278,1442305
08745,14_3,297,1966626
08745,14_4,241,1171618
08745,15_1,259,1453845
08745,15_2,260,1417131
08745,15_3,238,1722022
08745,15_4,225,1157545
08746,14_1,264,2239272
08746,14_2,223,3478691
08746,14_3,216,1827280
08746,14_4,192,3110216
08746,15_1,269,1646425
08746,15_2,121,969379
08746,15_3,147,1501510
08746,15_4,42,303471
08747,14_1,108,20060694
08747,14_2,104,18891715
08747,14_3,108,13174516
08747,14_4,79,7353069
08747,15_1,69,8237969
08747,15_2,74,25843929
08747,15_3,97,18923537
08747,15_4,56,9206871
08748,14_1,264,2601864
08748,14_2,346,2340242
08748,14_3,384,3295092
08748,14_4,434,2778119
08748,15_1,434,2602769
08748,15_2,486,2877004
08748,15_3,382,2823651
08748,15_4,389,1992143
08749,14_1,345,2510578
08749,14_2,304,2501776
08749,14_3,275,1896802
08749,14_4,276,1852143
08749,15_1,224,1785765
08749,15_2,306,1911636
08749,15_3,390,2761762
08749,15_4,280,1593172
08750,14_1,344,3639472
08750,14_2,56,954315
08750,14_3,52,681183
08750,14_4,236,3771747
08750,15_1,304,3798468
08750,15_2,348,4400983
08750,15_3,244,2221792
08750,15_4,196,2302045
08751,14_1,59,8561850
08751,14_2,59,9738402
08751,14_3,59,7083401
08751,14_4,92,8041007
08751,15_1,85,7087152
08751,15_2,87,9158862
08751,15_3,126,8521463
08751,15_4,62,4903912
08752,14_1,66,1870266
08752,14_2,78,1793493
08752,14_3,59,1889537
08752,14_4,129,2275137
08752,15_1,37,347370
08752,15_2,117,3560008
08752,15_3,80,2573648
08752,15_4,74,1775085
08753,14_1,230,1786707
08753,14_2,248,1293548
08753,14_3,211,1434172
08753,14_4,220,993915
08753,15_1,249,1434351
08753,15_2,211,1155895
08753,15_3,54,599217
08753,15_4,52,336189
08754,14_1,46,1930784
08754,14_2,84,3867864
08754,14_3,63,3174366
08754,14_4,132,9811998
08754,15_1,142,7232520
08754,15_2,112,8097210
08754,15_3,137,7962320
08754,15_4,126,6662214
08755,14_1,158,1785037
08755,14_2,125,1032461
08755,14_3,55,516105
08755,14_4,146,1355957
08755,15_1,156,1618328
08755,15_2,130,1197090
08755,15_3,129,1143560
08755,15_4,151,814095
08756,14_1,38,136774
08756,14_2,89,450208
08756,14_3,206,1617827
08756,14_4,191,1476387
08756,15_1,157,1289935
08756,15_2,167,1526976
08756,15_3,167,1410715
08756,15_4,89,490075
08757,14_1,549,2086493
08757,14_2,495,1820921
08757,14_3,646,2939765
08757,14_4,532,1938569
08757,15_1,641,2611520
08757,15_2,821,3519901
08757,15_3,655,3083113
08757,15_4,747,2386263
08758,14_1,105,10110387
08758,14_2,126,10446274
08758,14_3,113,16650324
08758,14_4,106,4490520
08758,15_1,95,9371462
08758,15_2,150,9103826
08758,15_3,182,14275153
08758,15_4,145,7369769
08759,14_1,47,2448898
08759,14_2,88,2614287
08759,14_3,189,3972024
08759,14_4,256,4368096
08759,15_1,195,3202092
08759,15_2,297,5919594
08759,15_3,225,4068533
08759,15_4,227,5128299
08760,14_1,106,2917833
08760,14_2,118,2143597
08760,14_3,99,2818734
08760,14_4,79,1536528
08760,15_1,89,1547410
08760,15_2,79,2218283
08760,15_3,100,2264001
08760,15_4,69,1423731
08761,14_1,110,768769
08761,14_2,119,1564555
08761,14_3,138,960334
08761,14_4,153,1633099
08761,15_1,185,1166254
08761,15_2,201,1245027
08761,15_3,202,1456273
08761,15_4,226,950930
08762,14_1,214,1020266
08762,14_2,226,980635
08762,14_3,254,1354277
08762,14_4,215,828718
08762,15_1,270,1531189
08762,15_2,166,1017554
08762,15_3,292,1734127
08762,15_4,177,708326
08763,14_1,68,1407205
08763,14_2,109,1073173
08763,14_3,214,1644232
08763,14_4,188,1424122
08763,15_1,212,1625508
08763,15_2,262,2278194
08763,15_3,207,1989280
08763,15_4,242,2773859
08764,14_1,101,2592682
08764,14_2,106,5808644
08764,14_3,121,3911922
08764,14_4,101,3295967
08764,15_1,103,3731475
08764,15_2,183,5107387
08764,15_3,148,4845431
08764,15_4,100,2542747
08765,14_1,220,1208327
08765,14_2,177,1496644
08765,14_3,196,1441477
08765,14_4,172,1078462
08765,15_1,175,1595504
08765,15_2,190,1148624
08765,15_3,230,1930375
08765,15_4,168,1103364
08766,14_1,160,6710814
08766,14_2,137,7241766
08766,14_3,119,5539894
08766,14_4,59,2726992
08766,15_1,158,6835190
08766,15_2,137,5073263
08766,15_3,161,12515329
08766,15_4,128,3141526
08767,14_1,200,1247752
08767,14_2,165,1039774
08767,14_3,195,1053007
08767,14_4,132,1004113
08767,15_1,117,641019
08767,15_2,218,1025372
08767,15_3,268,1631754
08767,15_4,221,830085
08768,14_1,38,1117966
08768,14_2,52,1515728
08768,14_3,92,2233860
08768,14_4,254,4349912
08768,15_1,135,1843790
08768,15_2,227,2489604
08768,15_3,224,3069124
08768,15_4,253,2476572
08769,14_1,168,1715873
08769,14_2,151,1009251
08769,14_3,167,958881
08769,14_4,178,2555436
08769,15_1,165,1144354
08769,15_2,189,2538686
08769,15_3,202,2027795
08769,15_4,201,2489825
08770,14_1,3,43790
08770,14_2,10,69182
08770,14_3,20,220142
08770,14_4,19,253458
08770,15_1,42,171322
08770,15_2,26,186531
08770,15_3,21,455953
08770,15_4,10,124637
08771,14_1,153,7028445
08771,14_2,401,10274445
08771,14_3,284,22095404
08771,14_4,262,13445189
08771,15_1,220,5106915
08771,15_2,261,13753453
08771,15_3,248,12050258
08771,15_4,322,13409564
08772,14_1,28,5911517
08772,14_2,69,7852703
08772,14_3,58,4163939
08772,14_4,71,8274093
08772,15_1,148,2021944
08772,15_2,197,6831470
08772,15_3,274,4403197
08772,15_4,272,5007735
08773,14_1,81,1242771
08773,14_2,111,2569109
08773,14_3,121,2013838
08773,14_4,128,2170001
08773,15_1,130,2361921
08773,15_2,135,1962893
08773,15_3,158,2777255
08773,15_4,189,1596220
08774,14_1,338,1718413
08774,14_2,340,3359487
08774,14_3,267,2199900
08774,14_4,242,1566483
08774,15_1,284,2591532
08774,15_2,347,2542583
08774,15_3,340,2286233
08774,15_4,383,2939560
08775,14_1,65,1331926
08775,14_2,59,1380026
08775,14_3,74,1121744
08775,14_4,57,615669
08775,15_1,168,2011633
08775,15_2,174,1884228
08775,15_3,175,1759749
08775,15_4,198,1347061
08776,14_1,68,2603501
08776,14_2,66,3692038
08776,14_3,80,3185232
08776,14_4,129,6598164
08776,15_1,96,3860606
08776,15_2,140,5703953
08776,15_3,75,3418937
08776,15_4,96,4829797
08777,14_1,237,2485169
08777,14_2,250,2954257
08777,14_3,253,2466219
08777,14_4,199,1772295
08777,15_1,191,2734554
08777,15_2,223,2807498
08777,15_3,182,2802922
08777,15_4,224,2318310
08778,14_1,157,1525454
08778,14_2,219,2848263
08778,14_3,329,3409150
08778,14_4,264,3571651
08778,15_1,218,2487795
08778,15_2,223,4175584
08778,15_3,170,1614460
08778,15_4,175,3698346
08779,14_1,320,3772137
08779,14_2,280,1424782
08779,14_3,402,2801757
08779,14_4,290,1814878
08779,15_1,379,4619355
08779,15_2,440,3523205
08779,15_3,403,3477718
08779,15_4,410,3261152
08780,14_1,186,4514221
08780,14_2,144,1035763
08780,14_3,150,4062841
08780,14_4,218,5998925
08780,15_1,195,4458327
08780,15_2,138,1153477
08780,15_3,28,222937
08780,15_4,2,187837
08781,14_1,430,7835796
08781,14_2,420,5129248
08781,14_3,381,5624881
08781,14_4,430,11410875
08781,15_1,420,11396731
08781,15_2,345,5032010
08781,15_3,275,2707797
08781,15_4,52,489190
08782,14_1,222,1363223
08782,14_2,257,1551400
08782,14_3,244,1479129
08782,14_4,346,2382666
08782,15_1,299,2311777
08782,15_2,392,2537352
08782,15_3,278,2862434
08782,15_4,299,1833181
08783,14_1,219,2849996
08783,14_2,154,2875857
08783,14_3,166,2036101
08783,14_4,173,2787967
08783,15_1,193,3222981
08783,15_2,125,1767511
08783,15_3,199,3531025
08783,15_4,152,2860213
08784,14_1,216,1808768
08784,14_2,249,3256909
08784,14_3,307,3851163
08784,14_4,265,2572153
08784,15_1,225,2004567
08784,15_2,252,2163011
08784,15_3,225,2429764
08784,15_4,257,2216728
08785,14_1,145,896647
08785,14_2,179,1184743
08785,14_3,172,1973022
08785,14_4,164,976345
08785,15_1,150,855545
08785,15_2,244,1591905
08785,15_3,242,1691735
08785,15_4,235,2122444
08786,14_1,66,8327794
08786,14_2,102,14710527
08786,14_3,87,10151661
08786,14_4,121,15820644
08786,15_1,94,9218899
08786,15_2,57,7157369
08786,15_3,59,6969250
08786,15_4,47,7950323
08787,14_1,215,6206756
08787,14_2,198,4371083
08787,14_3,234,8927589
08787,14_4,204,6391102
08787,15_1,162,5298779
08787,15_2,114,15618054
08787,15_3,133,4008780
08787,15_4,104,2660951
08788,14_1,285,6315629
08788,14_2,272,4352789
08788,14_3,235,7087416
08788,14_4,316,11596618
08788,15_1,244,5292438
08788,15_2,242,7019033
08788,15_3,289,10158638
08788,15_4,290,5473004
08789,14_1,62,3403643
08789,14_2,131,3918912
08789,14_3,66,2311559
08789,14_4,76,3772116
08789,15_1,75,2126228
08789,15_2,103,2627357
08789,15_3,57,748198
08789,15_4,81,2055647
08790,14_2,53,803011
08790,14_3,75,689441
08790,14_4,113,2608525
08790,15_1,117,1850905
08790,15_2,128,3172164
08790,15_3,191,5776259
08790,15_4,130,3957009
08791,14_1,30,2764616
08791,14_2,27,2241681
08791,14_3,71,3811441
08791,14_4,78,3698052
08791,15_1,114,6103828
08791,15_2,75,6828578
08791,15_3,113,4858840
08791,15_4,79,7471479
08792,14_1,359,4960855
08792,14_2,354,3831220
08792,14_3,316,3550464
08792,14_4,260,3416667
08792,15_1,235,3052519
08792,15_2,208,2646172
08792,15_3,131,1038242
08792,15_4,22,168972
08793,14_1,184,562870
08793,14_2,163,368370
08793,14_3,197,543923
08793,14_4,183,483977
08793,15_1,194,545014
08793,15_2,230,581228
08793,15_3,155,376752
08793,15_4,206,1155759
08794,14_1,214,3141042
08794,14_2,179,2267657
08794,14_3,140,2834799
08794,14_4,158,2471152
08794,15_1,111,1822335
08794,15_2,158,2640726
08794,15_3,106,1306090
08794,15_4,162,1401651
08795,14_1,193,6821068
08795,14_2,186,7083451
08795,14_3,212,3850981
08795,14_4,130,1500485
08795,15_1,113,2037283
08795,15_2,115,1230460
08795,15_3,54,388672
08795,15_4,53,794475
08796,14_1,51,3547611
08796,14_2,106,10943729
08796,14_3,102,10953800
08796,14_4,174,16415860
08796,15_1,87,25064439
08796,15_2,135,11920061
08796,15_3,134,9350490
08796,15_4,196,18781724
08797,14_1,247,1119375
08797,14_2,363,1638105
08797,14_3,301,1911944
08797,14_4,255,1153000
08797,15_1,292,1591708
08797,15_2,370,1864883
08797,15_3,306,1463080
08797,15_4,329,1437836
08798,14_1,103,11880538
08798,14_2,160,21400254
08798,14_3,92,12104100
08798,14_4,119,21511755
08798,15_1,80,25271882
08798,15_2,165,55188786
08798,15_3,87,21880040
08798,15_4,288,47864043
08799,14_1,256,2665046
08799,14_2,195,2173151
08799,14_3,219,2874030
08799,14_4,161,1860799
08799,15_1,188,2211969
08799,15_2,290,2784915
08799,15_3,298,2615281
08799,15_4,271,1821801
08800,14_1,105,3088437
08800,14_2,140,1930905
08800,14_3,158,2424135
08800,14_4,118,2108234
08800,15_1,94,1222376
08800,15_2,95,1794720
08800,15_3,104,1669107
08800,15_4,79,655055
08801,14_1,38,996486
08801,14_2,57,5406607
08801,14_3,50,1795085
08801,14_4,101,3520304
08801,15_1,87,5551833
08801,15_2,88,13581321
08801,15_3,135,3553388
08801,15_4,126,6219212
08802,14_1,298,9019296
08802,14_2,377,5814015
08802,14_3,249,5590315
08802,14_4,245,3427423
08802,15_1,310,7459658
08802,15_2,261,4817991
08802,15_3,308,5092187
08802,15_4,266,2075889
08803,14_1,133,8375873
08803,14_2,192,8151600
08803,14_3,172,10607738
08803,14_4,232,10363869
08803,15_1,185,10936634
08803,15_2,96,6292952
08803,15_3,124,22816273
08803,15_4,91,5688407
08804,14_1,95,454177
08804,14_2,147,1401799
08804,14_3,202,1387247
08804,14_4,172,1107449
08804,15_1,134,939003
08804,15_2,142,3326850
08804,15_3,194,3013563
08804,15_4,174,1091001
08805,14_1,321,1667247
08805,14_2,188,1260526
08805,14_3,207,1293335
08805,14_4,276,1606138
08805,15_1,302,1680577
08805,15_2,202,1032361
08805,15_3,253,1984728
08805,15_4,244,1097889
08806,14_1,135,2724619
08806,14_2,126,1495584
08806,14_3,130,1507957
08806,14_4,136,2361041
08806,15_1,82,822794
08806,15_2,57,583668
08806,15_3,124,2355343
08806,15_4,163,1446410
08807,14_1,232,5562624
08807,14_2,192,4267682
08807,14_3,300,4629467
08807,14_4,170,2372387
08807,15_1,197,3722057
08807,15_2,283,4498822
08807,15_3,222,4472995
08807,15_4,220,4365786
08808,14_1,242,1196626
08808,14_2,236,1016952
08808,14_3,214,1356211
08808,14_4,230,1784636
08808,15_1,279,3066569
08808,15_2,336,1850357
08808,15_3,197,1815537
08808,15_4,201,977649
08809,14_1,115,7170815
08809,14_2,116,5582973
08809,14_3,144,6325787
08809,14_4,108,5582571
08809,15_1,112,4570636
08809,15_2,111,2590861
08809,15_3,104,7638609
08809,15_4,98,4281926
08810,14_1,117,2335290
08810,14_2,88,2372286
08810,14_3,47,953933
08810,14_4,92,2641683
08810,15_1,127,2138469
08810,15_2,96,1817890
08810,15_3,127,2127578
08810,15_4,87,1338632
08811,14_1,300,745261
08811,14_2,313,1023029
08811,14_3,290,1410139
08811,14_4,336,1104200
08811,15_1,205,589474
08811,15_2,267,1295936
08811,15_3,226,1083581
08811,15_4,270,903923
08812,14_1,277,2338208
08812,14_2,221,2083224
08812,14_3,197,2005849
08812,14_4,318,3188358
08812,15_1,219,2482713
08812,15_2,283,2712207
